,COUNTY,FIPS,Minority Status and Language,Overall Vulnerability,Housing Type and Transportation,Household Composition and Disability ,Socioencomic Status,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
0,Ada County,16001002221,0.484,0.0943,0.077,0.228,0.1313,75.10287504730522,1.5696983337402344,38.01000000000005,33.830603571290794,232.51835608871295,5538.0
1,Ada County,16001002310,0.713,0.4815,0.538,0.552,0.2121,45.04863957105425,1.5696983337402344,38.870000000000005,32.31814321533532,232.1130205392839,6169.0
2,Ada County,16001002411,0.606,0.4444,0.481,0.4,0.3367,72.05967234797693,1.5696983337402344,31.470000000000027,31.360252761401387,230.6587311694754,3454.0
3,Ada County,16001010221,0.205,0.0741,0.232,0.299,0.0067,86.23907677446407,1.5696983337402344,33.53000000000003,29.12952714797131,243.8022041512636,4055.0
4,Ada County,16001010223,0.289,0.2828,0.407,0.744,0.1852,70.16323900047404,1.5696983337402344,41.81,32.53382203611621,238.87074212853997,4128.0
5,Ada County,16001010225,0.451,0.3165,0.329,0.693,0.1987,67.35542189018147,1.5696983337402344,33.59000000000003,30.793788590803644,,5318.0
6,Ada County,16001010313,0.393,0.1414,0.158,0.367,0.0875,64.77058452199304,1.5696983337402344,38.83000000000004,29.973573125051843,229.52888512926478,13010.0
7,Ada County,16001010321,0.595,0.5657,0.811,0.912,0.1347,35.5369965023576,1.5696983337402344,38.83000000000004,32.86551079493756,232.14074486055534,4763.0
8,Ada County,16001010331,0.447,0.101,0.131,0.434,0.0337,70.59757885920291,1.5696983337402344,37.07000000000005,29.793608946304957,240.5299416675216,13059.0
9,Ada County,16001010332,0.538,0.1246,0.037,0.771,0.1212,65.5269850519257,1.5696983337402344,32.370000000000005,31.13100667154089,243.06400370778496,7570.0
10,Ada County,16001010333,0.582,0.4343,0.552,0.686,0.1785,57.976598006897206,1.5696983337402344,32.05000000000001,31.49809575726648,238.76939053239144,7201.0
11,Ada County,16001010334,0.414,0.1178,0.04,0.801,0.1246,74.66013838805043,1.5696983337402344,32.49000000000001,30.254933757639492,,4053.0
12,Ada County,16001010335,0.373,0.1313,0.121,0.471,0.138,84.48932907156866,1.5696983337402344,37.27000000000004,28.34925436680818,,12961.0
13,Ada County,16001010504,0.643,0.0808,0.043,0.272,0.0572,46.12329085376568,1.5696983337402344,40.43000000000001,36.49941851586188,,4054.0
14,Ada County,16001010401,0.525,0.3502,0.181,0.676,0.3636,76.19028884378073,0.0,36.31,28.608186153343453,237.01721339162088,12366.0
15,Ada County,16001010503,0.781,0.4512,0.683,0.336,0.101,1.5249939507935275,1.5696983337402344,57.910000000000025,44.16147893488669,,2714.0
16,Adams County,16003950200,0.026,0.3367,0.531,0.151,0.633,73.78147105328856,0.0,48.99000000000001,33.525625603482034,260.54492689384085,1716.0
17,Ada County,16001000100,0.494,0.4579,0.801,0.013,0.5791,30.42266831588199,1.5696983337402344,37.910000000000025,37.12188082393335,231.01914063421737,2642.0
18,Ada County,16001000302,0.639,0.7306,0.797,0.797,0.4377,86.04849112071035,1.5696983337402344,32.75000000000006,32.42938300653599,226.71669781208038,2269.0
19,Ada County,16001000303,0.569,0.2424,0.222,0.235,0.3064,73.75550534025577,1.5696983337402344,32.27000000000004,31.440613688020896,,1385.0
20,Ada County,16001000802,0.528,0.2694,0.424,0.289,0.1684,82.91661763860799,1.5696983337402344,37.610000000000014,37.30634499778524,233.40919715166086,3563.0
21,Ada County,16001000900,0.622,0.6162,0.865,0.02,0.7441,53.356126117490334,1.5696983337402344,37.610000000000014,36.49536805275199,233.40919715166086,3595.0
22,Ada County,16001001400,0.686,0.7778,0.784,0.42,0.6296,63.47626908830576,1.5696983337402344,39.43000000000001,38.42078427405765,231.71014925701857,3480.0
23,Ada County,16001001700,0.727,0.8081,0.67,0.346,0.8653,70.42246278688819,1.5696983337402344,37.47000000000003,36.88032459847847,233.40919715166086,3706.0
24,Ada County,16001010224,0.377,0.064,0.124,0.393,0.0236,88.0217683273716,1.5696983337402344,34.09000000000003,31.808668691658045,,2858.0
25,Ada County,16001010322,0.569,0.8114,0.754,0.835,0.7071,44.529870354815785,1.5696983337402344,38.39000000000004,32.32444435851829,231.47306991646755,4569.0
26,Ada County,16001010402,0.548,0.1616,0.063,0.737,0.1886,63.30977364177222,0.0,40.690000000000055,33.176701355212494,234.63651362815145,7109.0
27,Bannock County,16005000400,0.404,0.0673,0.023,0.538,0.1448,72.92546955864839,1.2685794830322283,33.35000000000002,30.588264341393455,123.09535223245615,4300.0
28,Bannock County,16005000900,0.501,0.5253,0.643,0.323,0.4646,37.91464597478176,1.2685794830322283,35.870000000000005,35.3814434782609,102.19291859865194,1718.0
29,Bannock County,16005001300,0.569,0.6465,0.636,0.565,0.5892,33.85410299013311,1.2685794830322283,35.09000000000003,34.689997227613,102.19291859865194,2232.0
30,Shoshone County,16079960200,0.131,0.4276,0.414,0.309,0.7138,99.06641139664544,0.0,37.75000000000006,27.905847968809056,261.766302419153,3886.0
31,Bannock County,16005001900,0.387,0.3098,0.451,0.38,0.2963,61.53997085918481,0.0,50.97000000000003,35.28348768097122,113.96884982447799,4016.0
32,Twin Falls County,16083000200,0.363,0.3872,0.471,0.855,0.2424,44.039928710919376,0.8523998260498047,37.670000000000016,34.591387331838575,,4464.0
33,Ada County,16001001900,0.649,0.5286,0.188,0.774,0.5758,64.4508134596654,1.5696983337402344,39.63000000000005,39.11145465916201,232.32370280631022,3233.0
34,Ada County,16001002000,0.801,0.963,0.996,0.232,0.9428,26.39365831460244,1.5696983337402344,39.670000000000016,39.20408513696992,229.03816488855185,3845.0
35,Ada County,16001002100,0.151,0.0303,0.033,0.074,0.2492,5.435337221337496,1.5696983337402344,47.81,41.51166774613869,233.42823374963308,1283.0
36,Ada County,16001002222,0.434,0.0606,0.013,0.316,0.2357,68.43071487482578,0.0,37.370000000000005,31.786019031435877,233.01687273780485,3213.0
37,Ada County,16001002223,0.367,0.0202,0.006,0.242,0.037,71.81404050715011,1.5696983337402344,37.110000000000014,32.98492109559227,,2828.0
38,Bear Lake County,16007950200,0.107,0.1044,0.111,0.329,0.2828,68.80549260859853,0.0,47.99000000000001,26.733965201732996,76.48205990844444,2353.0
39,Bingham County,16011940000,0.707,0.9428,0.747,0.939,0.9933,45.80759424852081,0.0,42.950000000000045,32.60486044003043,,2283.0
40,Bannock County,16005940000,0.703,0.8148,0.34,0.973,0.8586,55.7882874277591,1.2685794830322283,41.85000000000002,29.46458400064921,,1641.0
41,Bear Lake County,16007950100,0.053,0.4983,0.632,0.781,0.5589,49.24132365326403,0.0,50.59000000000003,32.104722662268976,72.40869016822533,3175.0
42,Bingham County,16011950300,0.946,0.8316,0.575,0.636,0.7508,29.758306051200503,0.0,59.49000000000001,35.908108226597285,136.7759911157805,4629.0
43,Blaine County,16013960100,0.818,0.4242,0.599,0.205,0.1582,17.183225186776962,0.0,58.110000000000014,38.463372006142464,178.23622306957932,3819.0
44,Blaine County,16013960200,0.902,0.303,0.198,0.37,0.1178,56.69876732648014,0.0,41.01000000000005,32.59646451272833,182.85965518404848,7561.0
45,Blaine County,16013960300,0.754,0.3636,0.43,0.057,0.3468,62.4943936506319,0.0,39.85000000000002,28.57985203478743,201.86136647403092,2768.0
46,Boise County,16015950200,0.202,0.3805,0.34,0.141,0.7003,83.90796870846121,0.0,48.21000000000004,30.233991789093363,392.17027057614456,5754.0
47,Bonner County,16017950300,0.09,0.3906,0.646,0.481,0.4175,25.886126338946077,0.0,29.650000000000038,22.786508550536634,305.78041848327666,2733.0
48,Bonneville County,16019970402,0.309,0.1785,0.228,0.397,0.202,85.05775330083823,0.0,33.83000000000004,27.18057483902925,121.34113825838578,2435.0
49,Bonneville County,16019970602,0.656,0.8519,0.818,0.868,0.7677,37.12164448494787,2.418386459350586,31.07000000000005,30.752713107241107,120.22609817163922,3739.0
50,Bonneville County,16019971100,0.696,0.7609,0.828,0.286,0.5993,45.37540979781362,2.418386459350586,32.03000000000003,31.59429007323029,134.21046864874765,2368.0
51,Butte County,16023970100,0.299,0.4714,0.518,0.595,0.468,10.441296808134386,0.0,53.33000000000004,35.02912354684518,172.85191685938304,2537.0
52,Boundary County,16021970200,0.329,0.6633,0.666,0.626,0.7273,93.97277541669504,0.0,35.89000000000004,21.616775340337902,308.9684574104348,4114.0
53,Camas County,16025970100,0.535,0.4007,0.087,0.303,0.8721,60.23961295478982,0.0,47.31,33.447747397983,170.48113898744225,850.0
54,Canyon County,16027020402,0.851,0.8956,0.75,0.828,0.9024,58.65858045598603,1.6238565444946271,37.910000000000025,37.28367042975047,,3310.0
55,Canyon County,16027020601,0.929,0.6768,0.09,0.885,0.8519,73.58970199025005,1.6238565444946271,37.75000000000006,32.42924917436143,,3001.0
56,Canyon County,16027020602,0.784,0.9461,0.932,0.952,0.862,57.5027117030607,1.6238565444946271,39.650000000000034,37.87601882570792,,4244.0
57,Canyon County,16027020700,0.666,0.3771,0.242,0.511,0.3333,71.37081601563706,0.0,39.07000000000005,30.633207846729317,208.27852321627563,2159.0
58,Canyon County,16027021300,1.0,0.9966,1.0,0.602,0.9293,32.76885733495917,1.9411277770996094,39.09000000000003,37.84434748100838,221.19646315126025,2106.0
59,Caribou County,16029960100,0.239,0.4209,0.579,0.531,0.4108,75.15990156386516,0.0,48.190000000000055,31.00144778864574,99.68492445365132,3582.0
60,Caribou County,16029960200,0.43,0.2896,0.35,0.636,0.1953,82.63602587084442,0.0,46.39000000000004,30.79146540487557,94.75170119094238,2626.0
61,Cassia County,16031950300,0.835,0.771,0.653,0.956,0.367,84.34549296190687,2.291470527648926,38.35000000000002,24.810358658949948,153.7079839154003,3955.0
62,Custer County,16037960200,0.259,0.2525,0.383,0.161,0.4074,33.17801480545144,0.0,46.190000000000055,31.67378950200423,,3749.0
63,Clearwater County,16035970100,0.01,0.2559,0.39,0.138,0.6162,98.25691455116107,0.0,42.99000000000001,28.14257920873295,403.68230329416593,2623.0
64,Elmore County,16039960100,0.878,0.633,0.397,0.521,0.5185,57.73716540998875,0.0,61.09000000000003,35.25587314274864,,2590.0
65,Elmore County,16039960200,0.676,0.5017,0.38,0.508,0.3973,21.432564022899356,1.090871810913086,55.27000000000004,41.93629860001508,,8245.0
66,Elmore County,16039960500,0.437,0.532,0.215,0.498,0.7879,8.541749735735994,0.0,47.690000000000055,43.67831091490665,,3011.0
67,Fremont County,16043970200,0.804,0.5926,0.488,0.653,0.404,79.65450059288848,0.0,42.450000000000045,27.926823391629608,151.9887265841737,2831.0
68,Fremont County,16043970100,0.04,0.0471,0.276,0.131,0.0505,57.83471162639909,0.0,50.870000000000005,27.6843204294646,165.22272323146487,1160.0
69,Gem County,16045960100,0.228,0.5051,0.367,0.279,0.8081,43.742639995498365,0.0,49.49000000000001,38.8806340168006,277.86898480858645,3429.0
70,Idaho County,16049960100,0.05,0.2256,0.484,0.195,0.4141,93.61744057189428,0.0,47.51000000000005,23.475618481251427,389.15149611929775,1713.0
71,Idaho County,16049960200,0.178,0.67,0.727,0.518,0.8148,90.80769619625066,0.0,50.03000000000003,36.19576340797656,437.0495736531361,5251.0
