,COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioencomic Status,Household Composition and Disability ,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
0,Ada,16001000100,0.63,0.8422,0.67,0.1863,0.6272,30.002315949030017,1.4263467788696271,34.59000000000003,33.25456559477561,231.01914063421737,2624.0
1,Ada,16001000200,0.125,0.3942,0.028,0.0752,0.3799,15.732954725759466,1.4263467788696271,50.71000000000004,39.67603626866989,0.0,5785.0
2,Ada,16001000301,0.136,0.3261,0.025,0.0716,0.491,68.33159546354062,1.4263467788696271,44.43000000000001,32.76221566492868,0.0,5647.0
3,Ada,16001000302,0.756,0.8637,0.344,0.9032,0.5949,81.16887387225282,1.4263467788696271,44.43000000000001,32.21353632201783,226.71669781208038,2299.0
4,Ada,16001000400,0.738,0.9247,0.616,0.4121,0.6953,60.48403063919372,1.4263467788696271,44.43000000000001,38.61031221963041,226.71669781208038,4200.0
5,Ada,16001000500,0.179,0.1362,0.315,0.2688,0.4265,89.79455259468448,1.4263467788696271,44.43000000000001,33.20641387216968,226.71669781208038,3869.0
6,Ada,16001000600,0.143,0.344,0.111,0.0465,0.448,90.6827995759793,1.4263467788696271,45.77000000000004,32.2023896081626,227.72201808289316,3614.0
7,Ada,16001000700,0.189,0.5304,0.078,0.0573,0.5017,33.06275028097384,1.4263467788696271,39.93000000000001,35.35928763810252,0.0,5112.0
8,Ada,16001000801,0.215,0.5806,0.129,0.0609,0.4802,67.19713172014295,1.4263467788696271,33.59000000000003,32.361212569874645,0.0,5840.0
9,Ada,16001000802,0.197,0.2473,0.068,0.2974,0.5698,69.53079729365771,1.4263467788696271,32.910000000000025,32.5943714951799,233.40919715166086,3574.0
10,Ada,16001000803,0.053,0.0465,0.1,0.1326,0.3655,60.09810002432765,1.4263467788696271,33.05000000000001,32.350555850056864,233.40979548857945,2929.0
11,Ada,16001000900,0.594,0.9318,0.541,0.0537,0.7025,45.566965639759054,1.4263467788696271,32.81,32.465750234239096,233.40919715166086,3604.0
12,Ada,16001001000,0.681,0.9426,0.247,0.5448,0.724,72.22887401329642,1.4263467788696271,32.57000000000005,32.07154929577467,230.13865698946788,3959.0
13,Ada,16001001100,0.949,0.9605,0.738,0.81,0.9211,28.551812691889456,1.4263467788696271,43.57000000000005,39.460987587003295,226.71669781208038,2725.0
14,Ada,16001001201,0.06,0.0609,0.0,0.2329,0.3799,81.48749103358526,1.4263467788696271,44.450000000000045,43.48351605712872,226.71669781208035,2208.0
15,Ada,16001001202,0.82,0.9175,0.383,0.8243,0.7347,52.78345538322456,1.4263467788696271,45.410000000000025,36.55552351715825,227.11719019756723,4259.0
16,Ada,16001001400,0.774,0.8243,0.304,0.8781,0.7311,53.4886916535384,1.4263467788696271,33.650000000000034,32.98431036807339,231.71014925701857,3480.0
