,COUNTY,FIPS,RPL_THEME3,RPL_THEMES,RPL_THEME4,RPL_THEME2,RPL_THEME1,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
114, Bonneville,16019970501,0.4916,0.3636,0.6094,0.3704,0.2222,74.49439462234339,0.0,35.59000000000003,32.948064227683815,114.93655747921444,5212.0
115, Bonneville,16019970502,0.4343,0.3165,0.3131,0.7609,0.2155,66.9351161836191,1.7534160614013672,36.690000000000055,34.94699941662943,114.85044896602624,3477.0
116, Bonneville,16019970503,0.4781,0.3367,0.4512,0.6801,0.1549,83.48506539010644,0.0,35.31,32.56681612267018,120.33673624258049,3189.0
117, Bonneville,16019970601,0.6364,0.2391,0.0,0.9091,0.3973,51.88542828150796,1.7534160614013672,36.09000000000003,33.833862935598404,123.76805371046069,1932.0
118, Bonneville,16019970602,0.67,0.7677,0.5286,0.8822,0.7407,36.02388601477073,1.7534160614013672,36.07000000000005,35.43134921753846,120.22609817163922,3739.0
119, Bonneville,16019970603,0.3603,0.1347,0.266,0.3098,0.0741,40.14240278389373,1.7534160614013672,36.690000000000055,36.37723328591754,115.76313440022643,1425.0
120, Bonneville,16019970700,0.7441,0.8822,0.7946,0.8148,0.8754,23.225576208376214,1.7534160614013672,36.410000000000025,35.27724066198229,124.72723969928892,3736.0
121, Bonneville,16019970800,0.3872,0.8013,0.8552,0.8923,0.7138,49.80043973750018,1.7534160614013672,36.31,36.10270991032957,127.65394290844884,2589.0
122, Bonneville,16019970900,0.2424,0.1582,0.0774,0.771,0.1886,52.49879499147665,1.7534160614013672,36.610000000000014,36.14299898736882,132.66280536780604,3108.0
123, Bonneville,16019971000,0.4848,0.404,0.4747,0.2761,0.3737,45.67100569095606,1.7534160614013672,36.43000000000001,35.20800422569361,135.14983640509374,3210.0
124, Bonneville,16019971100,0.4209,0.5589,0.5993,0.6027,0.4714,49.29408152008608,1.7534160614013672,36.43000000000001,36.32734920150546,134.21046864874765,2381.0
125, Bonneville,16019971200,0.8687,0.8418,0.7811,0.4781,0.8687,39.291872957476365,1.7534160614013672,36.43000000000001,35.35905796707779,133.68227704919562,3181.0
126, Bonneville,16019971301,0.6835,0.5152,0.1987,0.9125,0.3838,59.78794737140305,1.7534160614013672,36.35000000000002,32.82520562464675,134.5496378369413,4604.0
127, Bonneville,16019971302,0.6936,0.5825,0.5791,0.835,0.2828,64.76795329028438,1.7534160614013672,36.29000000000002,33.877162170779926,135.00623464584348,3552.0
128, Bonneville,16019971400,0.5017,0.1145,0.1582,0.1953,0.0909,76.92267400015751,1.7534160614013672,37.410000000000025,32.95142868812304,137.09627834191625,6028.0
129, Bonneville,16019971500,0.7037,0.4815,0.1785,0.5657,0.5354,39.274700408321,0.0,40.650000000000034,35.762457701981056,138.2300921871696,1217.0
130, Boundary,16021970100,0.2121,0.4781,0.6296,0.6162,0.4141,97.58364942704593,0.0,33.63000000000005,23.886864783242384,310.0224110643934,4361.0
131, Boundary,16021970200,0.3502,0.7744,0.8721,0.9394,0.596,92.0294491102714,0.0,33.49000000000001,20.582593109560467,308.9684574104348,4113.0
132, Butte,16023970100,0.33,0.532,0.5556,0.6667,0.4949,3.91367935600005,0.0,44.33000000000004,28.77423203062395,172.85191685938304,2545.0
133, Camas,16025970100,0.734,0.6397,0.1178,0.8855,0.7778,19.159480113213604,0.0,45.73000000000002,26.75645900086328,170.48113898744225,850.0
134, Canyon,16027020100,0.6566,0.9461,0.8956,0.7677,0.9663,19.443743912620008,2.079747200012209,42.13000000000005,41.42474607013303,193.64181283116346,591.0
135, Canyon,16027020200,0.9731,0.9966,0.9091,0.8956,1.0,63.10811844373452,2.079747200012209,41.650000000000034,41.07852901116861,193.6418128311635,2439.0
136, Canyon,16027020300,0.899,0.9293,0.5185,0.8754,0.9798,71.45919511219788,2.079747200012209,42.870000000000005,41.35414018521882,193.6418128311635,2516.0
137, Canyon,16027020401,0.8923,0.8687,0.5387,0.7306,0.9495,49.36785953184575,2.079747200012209,43.33000000000004,40.55678212715131,,5330.0
138, Canyon,16027020402,0.7576,0.862,0.6465,0.7374,0.9461,67.01558103284209,2.079747200012209,43.33000000000004,41.08810085938243,,3344.0
139, Canyon,16027020501,0.6566,0.5219,0.0808,0.5556,0.7912,87.84312077421222,2.079747200012209,43.33000000000004,36.232545822102445,,2242.0
140, Canyon,16027020503,0.4882,0.835,0.7172,0.9562,0.8788,74.96851329537192,2.079747200012209,42.610000000000014,40.89823383768916,,1868.0
141, Canyon,16027020504,0.6128,0.9562,0.9226,0.8552,0.9899,73.0766556806858,2.079747200012209,41.690000000000055,40.85850223338924,,3405.0
142, Canyon,16027020601,0.8215,0.7104,0.229,0.6734,0.835,85.91286408478938,2.079747200012209,42.03000000000003,41.0490363232024,,3002.0
143, Canyon,16027020602,0.9461,0.9933,0.8721,0.9764,0.9596,67.59992208804061,2.079747200012209,43.31,41.78178346654315,,4238.0
144, Canyon,16027020700,0.532,0.1279,0.0404,0.0606,0.3872,79.92447837620261,0.0,42.71000000000004,38.6573447854634,208.27852321627563,2159.0
145, Canyon,16027020901,0.8081,0.734,0.6667,0.468,0.633,84.13197111203192,0.0,43.33000000000004,37.8233558349914,,7740.0
146, Canyon,16027020902,0.798,0.5185,0.138,0.6229,0.5993,63.036114447645495,2.079747200012209,42.610000000000014,36.4945045760853,,8463.0
147, Canyon,16027021001,0.9125,0.798,0.3165,0.8215,0.8586,76.74701693107299,0.0,40.93000000000001,37.86190394179228,,7299.0
148, Canyon,16027021002,0.8215,0.7946,0.8687,0.3535,0.6734,63.71253518590998,2.079747200012209,43.31,39.94734410433265,,5328.0
149, Canyon,16027021100,0.7508,0.6027,0.3603,0.4613,0.5758,85.09632597194613,2.106905937194824,41.75000000000006,37.09299140537646,218.05508758254322,9726.0
