,COUNTY,FIPS,RPL_THEME3,RPL_THEMES,RPL_THEME4,RPL_THEME2,RPL_THEME1,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
0,Ada,16001010224,0.2593,0.0,0.0,0.0707,0.0,91.63330743410732,1.5839881896972656,40.71000000000004,36.87554905157088,,2865.0
1,Ada,16001000805,0.2492,0.0034,0.0202,0.0539,0.0067,81.45847857416143,1.5839881896972656,38.31,37.8430031909671,,2051.0
2,Ada,16001000702,0.1279,0.0067,0.0539,0.0505,0.0202,26.215255571350383,1.5839881896972656,45.93000000000001,41.4767338909076,,2111.0
3,Ada,16001010100,0.1481,0.0101,0.0774,0.1279,0.0034,21.078853518927914,1.5839881896972656,49.73000000000002,40.53173777419312,243.96940484879337,3753.0
4,Ada,16001010201,0.1515,0.0135,0.0337,0.0976,0.0505,22.48594529535792,0.0,50.39000000000004,44.0505109899748,248.66916885179143,6187.0
5,Kootenai,16055002000,0.0741,0.0168,0.0673,0.0606,0.1313,89.73955736787455,1.9499530792236328,31.19000000000005,21.244529965292024,284.3209905728701,2189.0
6,Kootenai,16055001100,0.1818,0.0202,0.0101,0.3603,0.0606,88.61559486176749,1.9499530792236328,33.190000000000055,30.368036471168093,300.6086012091339,1401.0
7,Ada,16001010335,0.3838,0.0236,0.0606,0.1044,0.0168,79.97001910819988,1.5839881896972656,40.33000000000004,36.45238208193012,,12963.0
8,Ada,16001000803,0.4175,0.0269,0.037,0.0438,0.0774,69.20854879110719,1.5839881896972656,40.610000000000014,38.093284343131415,233.40979548857945,2965.0
9,Ada,16001000202,0.2862,0.0303,0.0303,0.1448,0.0438,16.04202349017605,1.5839881896972656,45.77000000000004,41.65144842406107,,3655.0
10,Ada,16001002100,0.0505,0.0337,0.0404,0.1987,0.165,5.631853569853766,1.5839881896972656,48.99000000000001,42.77378207643859,233.42823374963308,1271.0
11,Ada,16001000600,0.5825,0.037,0.1886,0.0269,0.0101,87.92842448472618,1.5839881896972656,38.75000000000006,37.98302404048928,227.72201808289316,3686.0
12,Ada,16001002223,0.3939,0.0404,0.0168,0.3131,0.0539,74.37788929430475,1.5839881896972656,39.910000000000025,38.86270538179516,,2830.0
13,Madison,16065950500,0.1178,0.0438,0.0236,0.165,0.3906,95.9696761273878,0.0,42.93000000000001,32.42844557616771,157.8282500103183,3356.0
14,Kootenai,16055000601,0.0539,0.0471,0.1212,0.202,0.2155,71.82925264484841,1.9499530792236328,33.93000000000001,29.227636050033283,,3011.0
15,Bannock,16005000400,0.5825,0.0505,0.0135,0.1246,0.1785,76.25437097671454,2.2574529647827166,41.53000000000003,39.233256513026085,123.09535223245615,4302.0
16,Bonneville,16019970900,0.4411,0.0539,0.0067,0.8047,0.0943,75.68811337797499,2.0141677856445312,38.79000000000002,37.42670860324429,132.66280536780604,3105.0
17,Ada,16001002222,0.5017,0.0572,0.0572,0.1852,0.0808,73.51316269390031,0.0,38.29000000000002,37.469489809782594,233.01687273780485,3217.0
18,Bonneville,16019970100,0.1515,0.0606,0.165,0.3636,0.0572,89.94904735797282,0.0,44.85000000000002,28.93155811276233,123.18908310055606,3521.0
19,Bear Lake,16007950200,0.0539,0.064,0.0875,0.4276,0.1919,81.67566512287162,0.0,45.670000000000016,31.13422683329719,76.48205990844444,2352.0
20,Ada,16001010332,0.2761,0.0673,0.0943,0.3771,0.101,67.65994115229795,1.5839881896972656,40.05000000000001,39.19375491181584,243.06400370778496,7575.0
21,Bannock,16005000500,0.0337,0.0707,0.1246,0.5993,0.1044,90.94022858965872,2.2574529647827166,43.43000000000001,38.63532540972764,123.13204036963216,1485.0
22,Bonneville,16019970402,0.0067,0.0741,0.229,0.2626,0.1111,93.6071254125405,0.0,38.89000000000004,33.91656490891301,121.34113825838578,2435.0
23,Ada,16001010331,0.3906,0.0774,0.1515,0.0909,0.1549,72.14930376220899,1.5839881896972656,39.650000000000034,37.250284116243584,240.5299416675216,13045.0
24,Nez Perce,16069961000,0.0202,0.0808,0.2424,0.4108,0.0471,77.66508697232946,0.5193119049072283,35.89000000000004,34.920131037138724,,4419.0
25,Ada,16001010504,0.6229,0.0842,0.1077,0.0943,0.0875,45.88253494557916,1.5839881896972656,42.950000000000045,38.77040924610128,,4067.0
26,Twin Falls,16083000600,0.4613,0.0875,0.0808,0.2424,0.1347,87.13254687103073,0.0,43.170000000000016,32.77278328529608,,2258.0
27,Bonner,16017950900,0.3569,0.0909,0.0438,0.3502,0.1751,63.14339912210117,0.0,33.07000000000005,19.62307494293629,303.12700607396073,3273.0
28,Ada,16001000802,0.4377,0.0943,0.1852,0.0842,0.0909,72.78817381983829,1.5839881896972656,38.23000000000002,37.31666582358521,233.40919715166086,3559.0
29,Kootenai,16055001700,0.0673,0.0976,0.3266,0.1751,0.0741,91.48747499540566,1.9499530792236328,30.150000000000038,22.8248278045927,301.7296426219859,2825.0
30,Kootenai,16055001800,0.2963,0.101,0.2121,0.1785,0.0707,84.59877536080697,1.9499530792236328,31.110000000000014,21.714290149473992,300.1436985703929,5385.0
31,Ada,16001010223,0.2357,0.1044,0.2929,0.2054,0.0303,68.1270295079386,1.5839881896972656,41.09000000000003,36.920862866757766,238.87074212853997,4106.0
32,Ada,16001002411,0.4141,0.1077,0.1717,0.138,0.1448,70.6708559898938,1.5839881896972656,37.110000000000014,36.578731191541294,230.6587311694754,3455.0
33,Bannock,16005000200,0.1414,0.1111,0.1414,0.6667,0.1279,75.63572855643056,2.2574529647827166,50.55000000000001,36.6058860704294,110.12023716581005,2979.0
34,Bonner,16017950600,0.0976,0.1145,0.1145,0.4545,0.2795,87.22313625195505,0.0,32.43000000000001,20.98274517725535,320.21174405026227,1505.0
35,Ada,16001002221,0.4916,0.1178,0.0909,0.3939,0.1212,73.15972868569712,1.5839881896972656,39.77000000000004,37.91457308248916,232.51835608871295,5535.0
36,Ada,16001001500,0.1751,0.1212,0.2828,0.1313,0.1684,68.80088964500668,1.5839881896972656,38.690000000000055,37.76937284194208,233.40919715166086,2282.0
37,Bonneville,16019970300,0.2155,0.1212,0.1751,0.2694,0.2189,96.20180819509766,0.0,37.75000000000006,33.24526406633188,131.69699409378956,4268.0
38,Bonneville,16019970401,0.596,0.1279,0.2256,0.2222,0.0135,80.68006019953441,0.0,38.53000000000003,34.310561816823935,124.236784436354,1581.0
39,Ada,16001010313,0.5657,0.1313,0.2694,0.165,0.0236,64.22294556682772,1.5839881896972656,40.63000000000005,37.39685923414113,229.52888512926478,13011.0
40,Ada,16001010401,0.2222,0.1347,0.1313,0.7071,0.1145,77.29227512617398,0.0,38.49000000000001,35.19703731395212,237.01721339162088,12370.0
41,Ada,16001010402,0.6835,0.138,0.0707,0.1178,0.2458,70.13028152528976,0.0,41.43000000000001,37.20542466508336,234.63651362815145,7102.0
42,Ada,16001000701,0.3199,0.1414,0.6902,0.0404,0.0269,71.4644939934963,1.5839881896972656,41.870000000000005,38.663922603888444,,3021.0
43,Bonner,16017950800,0.0539,0.1448,0.138,0.3064,0.4074,86.57881146747793,0.0,31.890000000000043,21.55970329925844,307.1057749648155,4486.0
44,Ada,16001010221,0.2256,0.1481,0.5926,0.1145,0.0337,87.51246729996134,1.5839881896972656,38.13000000000005,35.557706798011914,243.8022041512636,4054.0
45,Bannock,16005981800,0.1818,0.1515,0.0606,0.3266,0.4781,81.62153950451913,2.2574529647827166,46.83000000000004,35.350126426390695,,253.0
46,Canyon,16027020700,0.5118,0.1549,0.0505,0.2088,0.3434,77.5973903778437,0.0,40.170000000000016,36.21999824289318,208.27852321627563,2159.0
47,Lewis,16061950300,0.0,0.1582,0.0,0.4545,0.862,90.52580832249288,0.0,41.63000000000005,27.05036495968399,422.7560253585292,31.0
48,Latah,16057005200,0.0303,0.1616,0.6633,0.165,0.0673,96.90451811168111,0.0,32.53000000000003,26.19464606621231,406.0091349945213,4925.0
49,Canyon,16027021903,0.3502,0.165,0.1111,0.3333,0.3064,58.046847941594685,2.1196184158325195,51.25000000000006,39.51026836407191,,5428.0
50,Kootenai,16055000100,0.0875,0.1684,0.3165,0.1481,0.2963,91.51093876015196,0.0,35.13000000000005,23.337091842720795,306.3461271664414,4189.0
51,Adams,16003950100,0.3266,0.1717,0.1953,0.4949,0.1246,95.41024988605244,0.0,33.13000000000005,26.59614973416568,333.53675277479635,1332.0
52,Franklin,16041970200,0.2795,0.1751,0.0842,0.6364,0.3266,88.21346301751724,0.0,46.57000000000005,35.385915433746405,79.84952899532496,5273.0
53,Latah,16057005600,0.2088,0.1785,0.1549,0.7138,0.1717,98.23510307268346,0.0,31.81,25.769196552953023,398.3568388227483,2789.0
54,Ada,16001000500,0.3468,0.1818,0.2997,0.1347,0.1818,85.52489452862106,1.5839881896972656,39.73000000000002,37.82538066723696,226.71669781208038,3877.0
55,Ada,16001010334,0.3569,0.1852,0.3737,0.0808,0.2222,68.87606064954511,1.5839881896972656,39.870000000000005,37.767718188582975,,4055.0
56,Elmore,16039960500,0.4478,0.1886,0.1448,0.0673,0.4949,6.486443430302266,0.0,46.870000000000005,43.921215780582536,,3010.0
57,Ada,16001000201,0.0707,0.1919,0.5219,0.3434,0.1145,16.8196367833011,1.5839881896972656,45.93000000000001,41.90804510527891,,2039.0
58,Ada,16001010225,0.4714,0.1953,0.1785,0.3333,0.2054,66.14926409866895,1.5839881896972656,38.950000000000045,36.796339652894375,,5323.0
59,Ada,16001000304,0.7037,0.1987,0.1684,0.0774,0.266,74.85660847111134,1.5839881896972656,41.09000000000003,37.81781359855958,,4269.0
60,Camas,16025970100,0.266,0.202,0.101,0.5859,0.367,61.269313878707024,0.0,47.55000000000001,35.61365996230993,170.48113898744225,851.0
61,Kootenai,16055001002,0.229,0.2054,0.0741,0.862,0.3131,79.04771080985728,1.9499530792236328,30.21000000000004,25.75634268914746,,2722.0
62,Bannock,16005001101,0.5455,0.2088,0.1481,0.5017,0.1582,48.891768031801,2.2574529647827166,45.53000000000003,42.340149151194254,104.30889114528885,5786.0
63,Bonneville,16019970503,0.1953,0.2121,0.5185,0.5286,0.037,86.99680075880954,0.0,39.01000000000005,34.82219021724497,120.33673624258049,3189.0
64,Fremont,16043970100,0.1717,0.2155,0.3939,0.1919,0.2593,76.83711318372856,0.0,47.77000000000004,30.70130698912576,165.22272323146487,1159.0
65,Bannock,16005001700,0.1987,0.2189,0.5051,0.2458,0.1414,56.02427983591585,0.0,42.25000000000006,35.698190891129244,102.85389074052782,2713.0
66,Kootenai,16055000301,0.1582,0.2222,0.4377,0.2761,0.2256,86.08664239024819,0.0,32.43000000000001,26.47245851930198,,3640.0
67,Teton,16081960100,0.6599,0.2256,0.2458,0.0572,0.2896,93.35313010697992,0.0,37.950000000000045,27.934070462661165,131.08135361031856,5178.0
68,Kootenai,16055000800,0.0741,0.229,0.2896,0.6397,0.2525,59.7221123379556,1.9499530792236328,33.93000000000001,28.18176330647195,263.90137533520385,2775.0
69,Bonneville,16019971400,0.6195,0.2323,0.2357,0.2593,0.1582,80.60110666996569,2.0141677856445312,41.39000000000004,35.598117854899925,137.09627834191625,6027.0
70,Valley,16085970300,0.0168,0.2357,0.6094,0.2559,0.2391,81.8270199871227,0.0,34.99000000000001,24.019395858843808,466.1258349177323,3058.0
71,Kootenai,16055000200,0.0135,0.2391,0.2727,0.2963,0.5219,90.19486631124084,1.9499530792236328,35.13000000000005,23.44214671989671,290.7611746461594,5904.0
72,Elmore,16039960200,0.3333,0.2424,0.202,0.5354,0.2626,17.82492900783116,0.6567354202270508,48.71000000000004,44.274747134096,,8205.0
73,Blaine,16013960100,0.67,0.2458,0.1582,0.1414,0.3603,21.419270214938628,0.0,51.21000000000004,42.72796836644769,178.23622306957932,3814.0
74,Bingham,16011950100,0.4949,0.2492,0.0471,0.3165,0.6263,93.59258890628335,0.0,42.51000000000005,35.47838584758665,144.46528338490754,6344.0
75,Nez Perce,16069960200,0.1212,0.2525,0.266,0.8249,0.2424,87.5906487177869,0.0,33.71000000000004,30.900612433474443,,288.0
76,Jefferson,16051960200,0.4242,0.2559,0.303,0.4882,0.1481,91.49735700911349,0.0,47.690000000000055,32.69771283934033,154.7757302369895,2651.0
77,Blaine,16013960500,0.7306,0.2593,0.4512,0.1212,0.0842,74.55941060732125,0.0,37.13000000000005,29.543422948639098,209.27213096573325,2182.0
78,Ada,16001002412,0.2424,0.2626,0.5556,0.7205,0.0404,52.20682608191004,1.5839881896972656,38.47000000000003,35.24022200502661,236.54330316362822,2188.0
79,Twin Falls,16083000300,0.6936,0.266,0.0976,0.229,0.4848,85.28221101275788,0.0,48.190000000000055,33.88282063094695,,3812.0
80,Kootenai,16055001900,0.1684,0.2694,0.5118,0.4815,0.1953,93.2361202886854,0.0,33.670000000000016,20.049058508152157,305.49502084754397,1752.0
81,Bonneville,16019970603,0.1111,0.2727,0.6364,0.2525,0.2559,56.58570367037864,2.0141677856445312,39.190000000000055,38.4654567206193,115.76313440022643,1428.0
82,Blaine,16013960300,0.4108,0.2761,0.5657,0.3232,0.1077,69.88873569007241,0.0,39.77000000000004,27.129433250400684,201.86136647403092,2768.0
83,Ada,16001001201,0.3098,0.2795,0.2323,0.4613,0.3805,84.1042927490508,1.5839881896972656,37.670000000000016,35.91765985827434,226.71669781208035,2189.0
84,Ada,16001010503,0.8148,0.2828,0.5051,0.1077,0.064,1.177645244829804,1.5839881896972656,48.93000000000001,45.237494359445535,,2708.0
