,COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioencomic Status,Household Composition and Disability ,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
16,Ada,16001001400,0.774,0.8243,0.304,0.8781,0.7311,38.95621813902896,1.2410316467285156,42.110000000000014,41.07369691249829,231.71014925701857,3480.0
17,Ada,16001001500,0.315,0.1899,0.057,0.6881,0.5949,51.06669889704188,1.2410316467285156,40.05000000000001,39.56356738233444,233.40919715166086,2291.0
18,Ada,16001001600,0.229,0.5232,0.279,0.2365,0.2616,30.619447575415936,1.2410316467285156,41.81,40.44547237476187,233.40919715166086,2846.0
19,Ada,16001001700,0.734,0.7526,0.48,0.5878,0.8136,33.31710881604401,1.2410316467285156,40.610000000000014,39.70165283540803,233.40919715166086,3651.0
20,Ada,16001001800,0.43,0.4444,0.089,0.6272,0.6774,45.14176098107701,1.2410316467285156,42.33000000000004,40.881121527269215,233.39941051608668,2927.0
21,Ada,16001001900,0.232,0.1254,0.021,0.663,0.4946,30.99940364627705,1.2410316467285156,42.27000000000004,41.77128387173117,232.32370280631022,3257.0
22,Ada,16001002000,0.946,0.9749,0.831,0.7741,0.8458,13.887874904389069,1.2410316467285156,42.27000000000004,41.6290113237017,229.03816488855185,3860.0
23,Ada,16001002100,0.093,0.1003,0.093,0.4946,0.0681,3.8222974884609977,1.2410316467285156,50.950000000000045,45.47724346763623,233.42823374963308,1262.0
24,Ada,16001002201,0.039,0.0573,0.003,0.1003,0.4157,39.26338948277107,1.2410316467285156,41.870000000000005,41.59825967894244,0.0,6529.0
25,Ada,16001002221,0.025,0.0716,0.014,0.1254,0.3297,55.94159716773175,1.2410316467285156,41.79000000000002,41.04027294418902,232.51835608871295,5518.0
26,Ada,16001002222,0.0,0.0071,0.039,0.1182,0.0,45.870848805770336,0.0,42.25000000000006,40.2212451562017,233.01687273780485,3218.0
27,Ada,16001002302,0.666,0.9462,0.362,0.5017,0.6379,19.067440513381843,1.2410316467285156,42.27000000000004,41.26651307596516,230.88470130270434,5081.0
28,Ada,16001002310,0.318,0.4014,0.146,0.2831,0.7025,25.297139760230287,1.2410316467285156,42.170000000000016,41.39777777777784,232.1130205392839,6168.0
29,Ada,16001002311,0.329,0.3799,0.164,0.4229,0.577,29.81715389008667,1.2410316467285156,42.27000000000004,41.32078072145703,0.0,6105.0
30,Ada,16001002410,0.017,0.0788,0.017,0.086,0.3189,39.286756753087424,1.2410316467285156,40.150000000000034,39.40014765844582,227.12003028768981,4619.0
31,Ada,16001002411,0.132,0.0824,0.053,0.3512,0.4265,34.98631780733725,1.2410316467285156,40.110000000000014,39.77545921470575,230.6587311694754,3448.0
32,Ada,16001002412,0.67,0.4623,0.465,0.8387,0.6845,34.633668053104984,1.2410316467285156,40.31,37.99576808905381,236.54330316362822,2197.0
33,Ada,16001002413,0.139,0.1397,0.086,0.2795,0.4265,41.11600677139617,1.2410316467285156,40.01000000000005,39.25985372434855,234.63886761623988,5568.0
34,Ada,16001010100,0.035,0.2078,0.096,0.2258,0.0465,8.957804327546082,1.2410316467285156,48.610000000000014,41.56783655822304,243.96940484879337,3767.0
35,Ada,16001010201,0.089,0.1863,0.125,0.1684,0.2652,16.18827388142477,0.0,50.73000000000002,45.02981126168929,248.66916885179143,6196.0
36,Ada,16001010221,0.014,0.086,0.186,0.0967,0.0752,64.20898319510488,1.2410316467285156,41.950000000000045,37.508579637894165,243.8022041512636,4051.0
37,Ada,16001010222,0.15,0.1935,0.179,0.2939,0.3476,43.67840752410581,1.2410316467285156,42.25000000000006,38.352538226625015,0.0,8177.0
38,Ada,16001010223,0.107,0.0358,0.121,0.2114,0.4121,33.787553311323734,1.2410316467285156,45.03000000000003,40.64691677605676,238.87074212853997,4093.0
39,Ada,16001010310,0.075,0.0286,0.175,0.1827,0.3261,64.89779434932888,1.2410316467285156,43.03000000000003,36.17004942228608,0.0,17019.0
40,Ada,16001010313,0.096,0.1792,0.046,0.0896,0.4444,46.90363198511552,1.2410316467285156,42.07000000000005,40.10198803982398,229.52888512926478,13013.0
41,Ada,16001010321,0.501,0.6702,0.275,0.4301,0.6021,24.376829648946597,1.2410316467285156,42.13000000000005,41.6558631984322,232.14074486055534,4784.0
42,Ada,16001010322,0.512,0.5412,0.265,0.6845,0.5232,27.793046573684077,1.2410316467285156,41.59000000000003,41.02987978731606,231.47306991646755,4564.0
43,Ada,16001010331,0.068,0.1075,0.064,0.1792,0.3512,47.623674379878,1.2410316467285156,41.370000000000005,37.80028390327887,240.5299416675216,13024.0
44,Ada,16001010332,0.279,0.2544,0.29,0.5125,0.3942,38.50303776964639,1.2410316467285156,41.170000000000016,40.63102627539928,243.06400370778496,7570.0
45,Ada,16001010333,0.193,0.2974,0.05,0.301,0.5268,33.595251439717,1.2410316467285156,41.49000000000001,40.82940052471511,238.76939053239144,7203.0
46,Ada,16001010401,0.351,0.215,0.458,0.4516,0.4731,54.98286257617916,0.0,43.29000000000002,40.38482901296695,237.01721339162088,12356.0
47,Ada,16001010402,0.186,0.0322,0.487,0.1541,0.4874,46.38070666146464,0.0,46.27000000000004,41.25622357290387,234.63651362815145,7105.0
48,Ada,16001010501,0.458,0.4731,0.587,0.0035,0.8387,7.815349948933559,0.0,56.49000000000001,48.949874685252745,237.39257140423922,5109.0
49,Ada,16001010502,0.222,0.2258,0.236,0.2186,0.6093,0.5633267449285759,1.2410316467285156,53.59000000000003,49.29848680464948,0.0,6801.0
50,Adams,16003950100,0.455,0.2652,0.899,0.4623,0.2544,84.53701900014718,0.0,47.190000000000055,35.80992761393938,333.53675277479635,1344.0
51,Adams,16003950200,0.376,0.2939,0.681,0.5161,0.1756,48.98776126158504,0.0,56.99000000000001,42.39873017541883,260.54492689384085,1707.0
52,Bannock,16005000100,0.795,0.2401,0.985,0.7956,0.7706,49.21155048058934,1.3320465087890625,52.27000000000004,40.710999365291336,0.0,1645.0
53,Bannock,16005000200,0.028,0.025,0.24,0.1433,0.1326,54.50065389206854,1.3320465087890625,50.85000000000002,40.67621030865077,110.12023716581005,2972.0
54,Bannock,16005000300,0.928,0.9139,0.863,0.9354,0.5591,37.66382505133872,1.3320465087890625,48.21000000000004,43.48430444995432,123.09535223245615,7225.0
55,Bannock,16005000400,0.247,0.043,0.62,0.1577,0.5412,60.7946517934539,1.3320465087890625,45.33000000000004,42.4303867856777,123.09535223245615,4321.0
56,Bannock,16005000500,0.007,0.0215,0.215,0.1039,0.0071,69.90797218660333,1.3320465087890625,46.51000000000005,42.29729207878545,123.13204036963216,1483.0
57,Bannock,16005000600,0.781,0.8817,0.802,0.4802,0.5806,9.363308980698402,1.3320465087890625,51.450000000000045,46.36191424863743,102.46325922353724,2714.0
58,Bannock,16005000700,0.304,0.706,0.523,0.1218,0.1648,40.110668396907485,1.3320465087890625,49.59000000000003,46.169423024585,102.19291859865194,3425.0
59,Bannock,16005000800,0.648,0.9713,0.91,0.025,0.4623,14.083727196700355,1.3320465087890625,48.99000000000001,46.45305547706507,102.19673312711221,2184.0
60,Bannock,16005000900,0.702,0.7598,0.978,0.4157,0.4086,19.019077897485147,1.3320465087890625,48.99000000000001,47.27739303654948,102.19291859865194,1733.0
61,Bannock,16005001000,0.365,0.3369,0.394,0.5017,0.4193,25.57442891808212,1.3320465087890625,46.910000000000025,46.42357043558854,102.19291859865194,2526.0
62,Bannock,16005001101,0.064,0.1146,0.168,0.1146,0.2974,24.55749631278765,1.3320465087890625,49.690000000000055,46.394357222705295,104.30889114528885,5806.0
63,Bannock,16005001102,0.573,0.5627,0.731,0.5627,0.3189,15.22808986128977,1.3320465087890625,48.63000000000005,47.08720678093563,102.19291859865194,3043.0
64,Bannock,16005001200,0.58,0.5734,0.451,0.8172,0.3691,12.817765525856034,1.3320465087890625,46.71000000000004,46.05272025883526,108.43013297188695,2387.0
65,Bannock,16005001300,0.691,0.6129,0.81,0.4874,0.5806,26.108213623095583,1.3320465087890625,46.71000000000004,45.92153575944922,102.19291859865194,2227.0
66,Bannock,16005001400,0.867,0.7813,0.946,0.6881,0.5663,20.38568978845288,1.3320465087890625,48.31,45.681506705868216,106.66456634864399,3577.0
67,Bannock,16005001500,0.369,0.2759,0.397,0.6523,0.3297,33.3778242581341,1.3320465087890625,48.31,44.28360451180824,119.05554001551137,4204.0
68,Bannock,16005001601,0.802,0.8172,0.949,0.3978,0.6344,5.546335621844952,1.3320465087890625,49.610000000000014,47.25952092068879,102.19291859865194,2042.0
69,Bannock,16005001602,0.437,0.2329,0.372,0.6702,0.5734,14.37506710751926,1.3320465087890625,49.610000000000014,46.68068728125841,102.37794038344038,3021.0
70,Bannock,16005001603,0.516,0.4336,0.921,0.2867,0.3799,10.500180663402327,1.3320465087890625,47.75000000000006,46.611780426840966,102.20674622392488,2084.0
71,Bannock,16005001700,0.003,0.0143,0.075,0.0645,0.0215,35.904068784284085,0.0,47.05000000000001,41.631910495029736,102.85389074052782,2712.0
72,Bannock,16005001800,0.408,0.7992,0.655,0.0501,0.2473,57.79721807615916,1.3320465087890625,50.21000000000004,37.641595399008615,0.0,249.0
73,Bannock,16005001900,0.401,0.405,0.609,0.6738,0.0394,39.21645850135784,0.0,52.99000000000001,40.269488160656536,113.96884982447799,4015.0
74,Bear Lake,16007950100,0.598,0.6093,0.566,0.8422,0.215,31.19280471521494,0.0,52.29000000000002,39.70737663880615,72.40869016822533,3174.0
75,Bear Lake,16007950200,0.175,0.1971,0.354,0.5806,0.0107,59.71645179080222,0.0,53.13000000000005,37.588744703457344,76.48205990844444,2354.0
76,Benewah,16009950100,0.62,0.8315,0.673,0.6415,0.1612,95.97278067842213,0.0,36.77000000000004,29.503146645064245,347.1002910411881,4113.0
77,Benewah,16009950200,0.817,0.681,0.842,0.7777,0.5555,90.36351628568632,0.0,43.33000000000004,32.25192298738449,0.0,3826.0
78,Bingham,16011950100,0.645,0.4265,0.727,0.5949,0.62,80.50779677835924,0.0,47.39000000000004,41.33149800080206,144.46528338490754,6337.0
79,Bingham,16011950200,0.505,0.362,0.387,0.5663,0.663,57.00919929738036,0.0,52.97000000000003,40.13872415321307,132.89876887853677,3014.0
80,Bingham,16011950300,0.827,0.6379,0.813,0.4659,0.9534,28.44354976583993,0.0,56.59000000000003,48.31771860414468,136.7759911157805,4636.0
81,Bingham,16011950400,0.673,0.767,0.261,0.7706,0.6559,73.1013141350116,0.0,49.410000000000025,42.066088489939546,120.9877302985941,5393.0
82,Bingham,16011950500,0.967,0.9103,0.896,0.9713,0.767,68.52800633991592,0.0,44.89000000000004,39.634956326517525,121.78539265799404,5985.0
83,Bingham,16011950600,0.548,0.3655,0.584,0.3727,0.7741,74.66794958904367,0.0,50.01000000000005,40.74594802891573,124.85025069382563,4264.0
84,Bingham,16011950700,0.53,0.2007,0.605,0.4408,0.8172,81.90856410588812,0.0,49.99000000000001,40.11268018065137,142.14120908963588,3756.0
85,Bingham,16011950800,0.974,0.939,0.931,0.9605,0.7956,30.772140841847207,0.0,55.21000000000004,45.85841545044684,0.0,2288.0
86,Blaine,16013960100,0.272,0.5304,0.114,0.0358,0.7491,8.568593471746594,0.0,58.690000000000055,49.22330369761722,178.23622306957932,3825.0
87,Blaine,16013960200,0.311,0.4982,0.107,0.1362,0.7885,24.37368730190086,0.0,51.690000000000055,40.58822921108713,182.85965518404848,7559.0
88,Blaine,16013960300,0.161,0.2831,0.136,0.0179,0.6451,48.705961818828,0.0,68.49000000000001,30.572155908406728,201.86136647403092,2777.0
89,Blaine,16013960500,0.419,0.5555,0.43,0.0286,0.7634,38.33681021393565,0.0,45.89000000000004,32.26669480121667,209.27213096573325,2172.0
90,Boise,16015950200,0.555,0.577,0.659,0.4444,0.4372,72.07206993868436,0.0,53.950000000000045,34.27861559386154,392.17027057614456,5754.0
91,Bonner,16017950100,0.422,0.4229,0.763,0.5268,0.0824,83.25916436303581,0.0,31.870000000000005,23.48918305021259,342.8092539627591,1830.0
92,Bonner,16017950200,0.25,0.5161,0.526,0.2903,0.0501,91.85957419462724,0.0,33.35000000000002,26.75758508375967,302.90600227933123,6583.0
93,Bonner,16017950300,0.709,0.7777,0.688,0.6379,0.4659,24.357771206283765,0.0,31.510000000000048,26.786168876664004,305.78041848327666,2705.0
94,Bonner,16017950400,0.487,0.7455,0.405,0.7383,0.0609,94.56241709443776,0.0,31.53000000000003,25.410551898373058,303.19769191227186,5332.0
95,Bonner,16017950500,0.824,0.7491,0.974,0.7634,0.3763,92.21014041951216,0.0,33.450000000000045,28.64444050636857,330.6032226537447,2578.0
96,Bonner,16017950600,0.344,0.3548,0.637,0.4086,0.1935,92.26418955698264,0.0,34.31,23.285321633494068,320.21174405026227,1504.0
97,Bonner,16017950700,0.724,0.4802,0.939,0.896,0.2867,92.39245470025077,0.0,35.13000000000005,28.89827118328568,325.2335768033162,3463.0
98,Bonner,16017950800,0.258,0.2903,0.827,0.215,0.0573,85.59139855438278,0.0,34.81,28.269043093221548,307.1057749648155,4491.0
99,Bonner,16017950900,0.182,0.1541,0.555,0.4372,0.0143,67.25796804038899,0.0,33.07000000000005,25.50701251468556,303.12700607396073,3269.0
100,Bonneville,16019970100,0.121,0.172,0.254,0.4265,0.0179,73.64563692288496,0.0,50.03000000000003,35.47964521251177,123.18908310055606,868.0
101,Bonneville,16019970200,0.01,0.0107,0.007,0.0788,0.2831,25.225849435099107,0.0,53.09000000000003,46.51074018582392,0.0,2653.0
102,Bonneville,16019970300,0.118,0.1182,0.258,0.2222,0.2401,86.54089148978396,0.0,47.170000000000016,42.2695645161945,131.69699409378956,4276.0
103,Bonneville,16019970401,0.236,0.2186,0.308,0.3942,0.405,66.0861398241828,0.0,45.85000000000002,41.775803191264245,124.236784436354,1581.0
104,Bonneville,16019970402,0.129,0.1111,0.207,0.4731,0.0931,83.23170418820413,0.0,46.57000000000005,41.951237713437074,121.34113825838578,2436.0
105,Bonneville,16019970403,0.602,0.4946,0.512,0.4193,0.8243,43.91705064600311,0.0,45.07000000000005,43.281070722226026,121.91896685108918,7036.0
106,Bonneville,16019970501,0.433,0.5483,0.437,0.6308,0.2258,71.22968547594769,0.0,47.410000000000025,41.03183833065811,114.93655747921444,5213.0
107,Bonneville,16019970502,0.1,0.1326,0.272,0.2043,0.1541,70.70281226096986,1.390183448791504,44.59000000000003,42.76307226010881,114.85044896602624,3475.0
108,Bonneville,16019970503,0.111,0.0179,0.032,0.62,0.1254,71.45517233175596,0.0,45.170000000000016,41.89092349382238,120.33673624258049,3179.0
109,Bonneville,16019970601,0.168,0.0537,0.172,0.4587,0.4193,49.7113064750918,1.390183448791504,46.79000000000002,44.18132579530148,123.76805371046069,1928.0
110,Bonneville,16019970602,0.587,0.4301,0.544,0.7132,0.5376,40.74726647061031,1.390183448791504,44.170000000000016,43.27148556644881,120.22609817163922,3762.0
111,Bonneville,16019970603,0.086,0.1612,0.01,0.1075,0.4587,46.66245312774493,1.390183448791504,44.59000000000003,43.77747741389047,115.76313440022643,1426.0
112,Bonneville,16019970700,0.978,0.9677,0.964,0.982,0.7383,23.095497917369777,1.390183448791504,46.79000000000002,44.5593676186143,124.72723969928892,3813.0
113,Bonneville,16019970800,0.616,0.6236,0.39,0.939,0.3512,65.78656775097834,1.390183448791504,43.650000000000034,43.13723102388275,127.65394290844884,2560.0
114,Bonneville,16019970900,0.046,0.0035,0.035,0.2544,0.3297,64.6650392693073,1.390183448791504,44.05000000000001,42.71082696725254,132.66280536780604,3123.0
115,Bonneville,16019971000,0.476,0.5949,0.118,0.7455,0.4838,49.005861929656966,1.390183448791504,44.77000000000004,42.80299423250643,135.14983640509374,3168.0
116,Bonneville,16019971100,0.741,0.7562,0.677,0.5663,0.6523,56.75223665223659,1.390183448791504,44.49000000000001,43.41101332256768,134.21046864874765,2418.0
117,Bonneville,16019971200,0.971,0.9283,0.906,0.8028,0.9354,34.72347267259131,1.390183448791504,44.51000000000005,43.38625272094035,133.68227704919562,3161.0
118,Bonneville,16019971301,0.268,0.2724,0.15,0.3691,0.6308,59.2308983553794,1.390183448791504,45.190000000000055,42.87536459321087,134.5496378369413,4622.0
119,Bonneville,16019971302,0.275,0.4121,0.082,0.3225,0.62,61.71054448866256,1.390183448791504,44.49000000000001,42.4222457667503,135.00623464584348,3567.0
120,Bonneville,16019971400,0.146,0.4695,0.06,0.1612,0.3154,70.5036810818134,1.390183448791504,46.51000000000005,41.92530976041156,137.09627834191625,5956.0
121,Bonneville,16019971500,0.243,0.2365,0.103,0.129,0.8637,36.818446284416986,0.0,53.110000000000014,46.19082326787724,138.2300921871696,1217.0
122,Boundary,16021970100,0.541,0.5017,0.58,0.7634,0.2365,94.26991251421812,0.0,35.39000000000004,27.20173755969677,310.0224110643934,4361.0
123,Boundary,16021970200,0.684,0.724,0.777,0.7562,0.2114,94.35722749715995,0.0,35.39000000000004,23.402188771389543,308.9684574104348,4113.0
124,Butte,16023970100,0.806,0.8064,0.792,0.5985,0.6057,7.892859071269977,0.0,56.910000000000025,46.10665456400777,172.85191685938304,2537.0
125,Camas,16025970100,0.082,0.301,0.154,0.0931,0.1792,37.7115631068404,0.0,54.950000000000045,39.866928735366656,170.48113898744225,850.0
126,Canyon,16027020100,0.921,0.8996,0.759,0.8494,0.7419,10.928986678484838,1.4109287261962873,43.55000000000001,43.40539948648245,193.64181283116346,618.0
127,Canyon,16027020200,0.996,0.9641,0.928,0.9856,0.9964,47.93804272573944,1.4109287261962873,43.670000000000016,43.51817127444372,193.6418128311635,2432.0
128,Canyon,16027020300,0.956,0.7921,0.935,0.8853,0.896,46.28733713327964,1.4109287261962873,43.51000000000005,42.91794090489383,193.6418128311635,2512.0
129,Canyon,16027020400,0.913,0.6487,0.767,0.9318,0.8673,41.95036083780318,1.4109287261962873,43.01000000000005,42.4579971890373,0.0,3341.0
130,Canyon,16027020500,0.86,0.8387,0.741,0.6021,0.7849,54.93099003914842,1.4109287261962873,42.47000000000003,41.92202107674687,0.0,7493.0
131,Canyon,16027020600,0.77,0.6308,0.336,0.9641,0.8064,52.08404817336509,1.4109287261962873,43.59000000000003,42.762504294900126,0.0,7241.0
132,Canyon,16027020700,0.695,0.6057,0.645,0.405,0.8458,47.74431361269371,1.4109287261962873,43.650000000000034,38.32774655600402,208.27852321627563,7505.0
133,Canyon,16027020900,0.34,0.3405,0.182,0.3655,0.6917,46.61713516564524,1.4109287261962873,43.110000000000014,39.64853157873873,0.0,16193.0
134,Canyon,16027021000,0.853,0.8709,0.347,0.8817,0.8422,53.02095651914084,1.4109287261962873,43.59000000000003,40.74551953306115,0.0,12628.0
135,Canyon,16027021100,0.394,0.8028,0.197,0.2007,0.5125,68.61767507053382,1.7912960052490234,42.73000000000002,37.80566047692198,218.05508758254322,9730.0
136,Canyon,16027021200,0.899,0.6917,0.573,0.9426,0.9677,41.624850036914,1.7912960052490234,42.370000000000005,39.05650409353786,221.45084642854454,4293.0
137,Canyon,16027021300,0.992,1.0,0.989,0.8637,1.0,23.898305264037536,1.7912960052490234,42.31,41.242138042797706,221.19646315126025,2117.0
138,Canyon,16027021500,0.939,0.9569,0.77,0.7204,0.9103,50.35769849662465,1.7912960052490234,42.01000000000005,41.649713987957405,220.2323286767383,3095.0
139,Canyon,16027021600,0.849,0.7168,0.333,0.9892,0.8924,41.99159817863267,1.7912960052490234,41.83000000000004,40.927801179101486,219.8863735057668,2410.0
140,Canyon,16027021700,0.878,0.8888,0.534,0.724,0.8602,45.82703821507069,1.7912960052490234,42.370000000000005,41.36693103448275,223.9110309629218,6232.0
141,Canyon,16027021800,0.322,0.0931,0.401,0.3261,0.7204,64.77359925955236,1.7912960052490234,43.27000000000004,37.36864922917744,223.8149828703649,3420.0
142,Canyon,16027021901,0.72,0.3978,0.569,0.9211,0.7132,63.4645572136575,0.0,40.49000000000001,36.81434132876446,220.61043024010073,3007.0
143,Canyon,16027021902,0.716,0.6523,0.698,0.3333,0.9175,51.98331729860249,1.7912960052490234,61.93000000000001,43.804204205492894,0.0,7781.0
144,Canyon,16027022100,0.917,0.663,0.853,0.9068,0.8028,76.45903684569187,0.0,52.85000000000002,40.8417451216959,218.73114175555622,2847.0
145,Canyon,16027022200,0.896,0.5663,0.903,0.6559,0.9892,71.0605293052698,0.0,43.79000000000002,37.7409795478718,215.78085164637136,2790.0
146,Canyon,16027022300,0.491,0.4659,0.232,0.3297,0.9247,60.63501951595644,0.0,47.99000000000001,38.42848506817942,220.5325256833263,3737.0
147,Canyon,16027022400,0.2,0.1505,0.225,0.1397,0.6702,64.51185637648457,0.0,42.370000000000005,38.593165102269786,237.30141017132235,2680.0
148,Caribou,16029960100,0.551,0.7096,0.419,0.6236,0.362,52.13015851619763,0.0,50.25000000000006,38.184304413361886,99.68492445365132,3597.0
149,Caribou,16029960200,0.336,0.4802,0.222,0.7096,0.1648,76.99489372907932,0.0,49.05000000000001,35.266486591330484,94.75170119094238,2614.0
150,Cassia,16031950100,0.462,0.3512,0.412,0.344,0.7992,17.765245819285006,0.0,56.47000000000003,43.19140845767963,122.46230719128442,2400.0
151,Cassia,16031950200,0.562,0.3082,0.745,0.3082,0.7777,76.47611541641524,0.0,46.59000000000003,33.74189601410192,150.64365065041366,2661.0
152,Cassia,16031950300,0.727,0.7383,0.286,0.7921,0.7921,77.38326145029139,2.687601089477541,38.31,32.770826674264775,153.7079839154003,3964.0
153,Cassia,16031950400,1.0,0.9928,0.982,1.0,0.939,25.90490741993015,2.687601089477541,37.49000000000001,35.7244967341381,176.91622179551524,3554.0
154,Cassia,16031950500,0.559,0.5698,0.132,0.706,0.7275,64.09224369498851,2.687601089477541,38.31,32.058778856741185,157.64334610191415,4204.0
155,Cassia,16031950600,0.566,0.5125,0.422,0.3405,0.8817,34.698686159943286,0.0,50.110000000000014,38.72220578402321,134.53437167331893,1989.0
156,Clark,16033950100,0.96,0.7132,0.971,0.8315,0.9928,28.240436464785045,0.0,53.85000000000002,42.39710695656347,182.45001267350372,864.0
157,Clearwater,16035970100,0.44,0.2043,0.953,0.6129,0.0788,96.57462101300872,0.0,45.73000000000002,29.759211425329635,403.68230329416593,2623.0
158,Clearwater,16035970200,0.885,0.8207,0.87,0.8064,0.5197,58.80185597626314,0.0,47.03000000000003,38.90727114964113,0.0,5235.0
159,Custer,16037990200,0.569,0.5555,0.82,0.3835,0.4014,31.36456749865785,0.0,49.63000000000005,33.84881855248345,0.0,3748.0
160,Elmore,16039980100,0.953,0.896,0.956,0.6451,0.9749,44.07328991255059,0.0,61.53000000000003,40.4777718951668,0.0,2592.0
161,Elmore,16039980200,0.383,0.1756,0.501,0.3046,0.6989,6.349901391620982,0.3751754760742205,60.79000000000002,46.4493044080936,0.0,8283.0
162,Elmore,16039980300,0.892,0.8566,0.594,0.7311,0.853,5.33786177498736,0.3751754760742205,59.35000000000002,49.4629967901268,0.0,3536.0
163,Elmore,16039980400,0.888,0.9032,0.648,0.5412,0.9318,15.753422262555535,0.3751754760742205,62.690000000000055,48.36045568228622,0.0,7635.0
164,Elmore,16039980500,0.265,0.3333,0.505,0.0322,0.534,6.092834272848769,0.0,56.71000000000004,48.85728385946323,0.0,3007.0
165,Franklin,16041970100,0.523,0.3799,0.691,0.5734,0.3978,48.41341888714286,0.0,55.110000000000014,42.10477720151447,85.04904771347353,4673.0
166,Franklin,16041970200,0.333,0.2508,0.559,0.2365,0.5161,72.06636294331715,0.0,50.170000000000016,39.32644166685241,79.84952899532496,5262.0
167,Fremont,16043970100,0.057,0.1433,0.311,0.1756,0.0286,59.16395629650329,0.0,53.85000000000002,37.95116177060845,165.22272323146487,1159.0
168,Fremont,16043970200,0.831,0.6559,0.817,0.5483,0.853,77.8152905387457,0.0,50.85000000000002,39.60071300674869,151.9887265841737,2827.0
169,Fremont,16043970300,0.792,0.8781,0.666,0.5197,0.7168,77.07702944597685,0.0,50.85000000000002,41.570351245962165,165.31530602653524,6163.0
170,Gem,16045960100,0.254,0.1182,0.498,0.3763,0.3906,26.29947511927792,0.0,59.43000000000001,47.17680742734063,277.86898480858645,3418.0
171,Gem,16045960200,0.749,0.5913,0.508,0.8888,0.681,38.18844313978763,0.0,61.93000000000001,48.38372425175708,252.08283932728543,4374.0
172,Gem,16045960300,0.813,0.7956,0.623,0.8207,0.6093,50.15765283541405,0.0,55.01000000000005,44.59905323562259,268.92920742245025,5405.0
173,Gooding,16047960100,0.942,0.8853,0.774,0.9283,0.8207,18.774408506704123,0.0,60.190000000000055,48.87335913803084,162.91337278428458,5978.0
174,Gooding,16047960200,0.759,0.6881,0.426,0.6594,0.9426,59.12800078022187,0.0,57.51000000000005,37.93474733417941,160.8643427294994,6341.0
175,Idaho,16049960100,0.322,0.3906,0.806,0.258,0.086,86.70862338224063,0.0,46.85000000000002,28.580242167561263,389.15149611929775,1711.0
176,Idaho,16049960200,0.731,0.8745,0.799,0.8279,0.1111,50.75821594759115,0.0,54.89000000000004,38.88484337878966,437.0495736531361,5253.0
177,Idaho,16049960300,0.483,0.6129,0.795,0.2616,0.2759,38.11620756323178,0.0,54.03000000000003,43.37330595337252,390.40764254088924,1771.0
