,COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioencomic Status,Household Composition and Disability ,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
45,Ada,16001010333,0.193,0.2974,0.05,0.301,0.5268,49.52013872168641,11.47670841217041,43.79000000000002,43.00903229551209,,7203.0
46,Ada,16001010401,0.351,0.215,0.458,0.4516,0.4731,75.53460695348353,1.0,45.170000000000016,39.90110141158,,12356.0
47,Ada,16001010402,0.186,0.0322,0.487,0.1541,0.4874,66.18668002941371,1.0,46.05000000000001,41.814499875018136,,7105.0
48,Ada,16001010501,0.458,0.4731,0.587,0.0035,0.8387,8.358258638638075,1.0,57.89000000000004,51.37079848084872,,5109.0
49,Ada,16001010502,0.222,0.2258,0.236,0.2186,0.6093,0.9952392394130036,11.47670841217041,57.55000000000001,53.70143035893033,,6801.0
50,Adams,16003950100,0.455,0.2652,0.899,0.4623,0.2544,94.30193155434291,1.0,37.77000000000004,27.890847352111567,,1344.0
51,Adams,16003950200,0.376,0.2939,0.681,0.5161,0.1756,69.05497333522248,1.0,51.150000000000034,34.78196763966435,,1707.0
52,Bannock,16005000100,0.795,0.2401,0.985,0.7956,0.7706,45.9994804970882,12.321128845214844,49.51000000000005,37.14156810338043,,1645.0
53,Bannock,16005000200,0.028,0.025,0.24,0.1433,0.1326,56.78734126333445,12.321128845214844,47.75000000000006,38.11392089971995,,2972.0
54,Bannock,16005000300,0.928,0.9139,0.863,0.9354,0.5591,36.691583259032114,12.321128845214844,44.83000000000004,40.06891393710038,,7225.0
55,Bannock,16005000400,0.247,0.043,0.62,0.1577,0.5412,55.16621731967754,12.321128845214844,41.610000000000014,39.04505967648165,,4321.0
56,Bannock,16005000500,0.007,0.0215,0.215,0.1039,0.0071,70.61852680629232,12.321128845214844,43.670000000000016,38.28491633503232,,1483.0
57,Bannock,16005000600,0.781,0.8817,0.802,0.4802,0.5806,7.045455038061131,12.321128845214844,47.75000000000006,43.85628414222676,,2714.0
58,Bannock,16005000700,0.304,0.706,0.523,0.1218,0.1648,21.25735330595235,12.321128845214844,43.950000000000045,41.34753968973966,,3425.0
59,Bannock,16005000800,0.648,0.9713,0.91,0.025,0.4623,6.82347104883996,12.321128845214844,43.150000000000034,41.35873787322223,,2184.0
60,Bannock,16005000900,0.702,0.7598,0.978,0.4157,0.4086,3.2936487254515074,12.321128845214844,43.01000000000005,42.355643512904926,,1733.0
61,Bannock,16005001000,0.365,0.3369,0.394,0.5017,0.4193,11.351351351351331,12.321128845214844,42.150000000000034,41.783656163114,,2526.0
62,Bannock,16005001101,0.064,0.1146,0.168,0.1146,0.2974,13.788773043484886,12.321128845214844,46.83000000000004,42.39326915911062,,5806.0
63,Bannock,16005001102,0.573,0.5627,0.731,0.5627,0.3189,10.125405676494315,12.321128845214844,43.370000000000005,42.558539466674965,,3043.0
64,Bannock,16005001200,0.58,0.5734,0.451,0.8172,0.3691,9.12092162209942,12.321128845214844,44.09000000000003,42.98393230462918,,2387.0
65,Bannock,16005001300,0.691,0.6129,0.81,0.4874,0.5806,12.695832250552478,12.321128845214844,42.150000000000034,41.80403962343689,,2227.0
66,Bannock,16005001400,0.867,0.7813,0.946,0.6881,0.5663,15.650742783974186,12.321128845214844,43.150000000000034,41.868285069878006,,3577.0
67,Bannock,16005001500,0.369,0.2759,0.397,0.6523,0.3297,32.52601973063992,12.321128845214844,43.150000000000034,40.49884455410646,,4204.0
68,Bannock,16005001601,0.802,0.8172,0.949,0.3978,0.6344,4.368323302644431,12.321128845214844,43.77000000000004,42.12786778481583,,2042.0
69,Bannock,16005001602,0.437,0.2329,0.372,0.6702,0.5734,9.443591494806851,12.321128845214844,43.77000000000004,41.15380831506484,,3021.0
70,Bannock,16005001603,0.516,0.4336,0.921,0.2867,0.3799,3.796145267607167,12.321128845214844,42.21000000000004,40.84109621776034,,2084.0
71,Bannock,16005001700,0.003,0.0143,0.075,0.0645,0.0215,14.613549592434316,1.0,41.07000000000005,38.24507182264894,,2712.0
72,Bannock,16005001800,0.408,0.7992,0.655,0.0501,0.2473,59.53306042032484,12.321128845214844,45.410000000000025,33.57878305443587,,249.0
73,Bannock,16005001900,0.401,0.405,0.609,0.6738,0.0394,57.446466830167466,1.0,49.49000000000001,37.11862645298254,,4015.0
74,Bear Lake,16007950100,0.598,0.6093,0.566,0.8422,0.215,52.34633965186239,1.0,46.110000000000014,36.56785822863461,,3174.0
75,Bear Lake,16007950200,0.175,0.1971,0.354,0.5806,0.0107,82.95842207255438,1.0,52.57000000000005,31.009551730746526,,2354.0
76,Benewah,16009950100,0.62,0.8315,0.673,0.6415,0.1612,98.21339354993506,1.0,33.27000000000004,26.294923487399565,,4113.0
77,Benewah,16009950200,0.817,0.681,0.842,0.7777,0.5555,92.45370231595246,1.0,37.39000000000004,29.986344552487942,,3826.0
78,Bingham,16011950100,0.645,0.4265,0.727,0.5949,0.62,72.05655721588927,1.0,42.27000000000004,36.07678994619618,,6337.0
79,Bingham,16011950200,0.505,0.362,0.387,0.5663,0.663,69.14613429083516,1.0,45.25000000000006,33.3862979879961,,3014.0
80,Bingham,16011950300,0.827,0.6379,0.813,0.4659,0.9534,22.52414878005346,1.0,51.690000000000055,43.060388216616325,,4636.0
81,Bingham,16011950400,0.673,0.767,0.261,0.7706,0.6559,62.66722102728875,1.0,41.71000000000004,36.83859288831179,,5393.0
82,Bingham,16011950500,0.967,0.9103,0.896,0.9713,0.767,57.96592008393391,1.0,40.450000000000045,34.73485321796176,,5985.0
83,Bingham,16011950600,0.548,0.3655,0.584,0.3727,0.7741,57.7939389869685,1.0,44.31,35.78422147576972,,4264.0
84,Bingham,16011950700,0.53,0.2007,0.605,0.4408,0.8172,78.56887743914751,1.0,45.190000000000055,36.5675568093824,,3756.0
85,Bingham,16011950800,0.974,0.939,0.931,0.9605,0.7956,32.334573282683394,1.0,50.97000000000003,41.339756271088525,,2288.0
86,Blaine,16013960100,0.272,0.5304,0.114,0.0358,0.7491,13.746308732808918,1.0,53.77000000000004,44.513760868228815,,3825.0
87,Blaine,16013960200,0.311,0.4982,0.107,0.1362,0.7885,42.60125480572412,1.0,45.53000000000003,33.82753562769431,,7559.0
88,Blaine,16013960300,0.161,0.2831,0.136,0.0179,0.6451,49.7232473673657,1.0,44.57000000000005,26.084718970592316,,2777.0
89,Blaine,16013960500,0.419,0.5555,0.43,0.0286,0.7634,49.38318099387197,1.0,44.57000000000005,28.6579446909442,,2172.0
90,Boise,16015950200,0.555,0.577,0.659,0.4444,0.4372,73.69628125567311,1.0,51.450000000000045,31.206364512470387,,5754.0
91,Bonner,16017950100,0.422,0.4229,0.763,0.5268,0.0824,83.85817291637682,1.0,29.510000000000048,22.08697137372137,,1830.0
92,Bonner,16017950200,0.25,0.5161,0.526,0.2903,0.0501,92.44802886649904,1.0,30.930000000000007,24.888346579906543,,6583.0
93,Bonner,16017950300,0.709,0.7777,0.688,0.6379,0.4659,28.02074684925884,1.0,31.610000000000014,27.743825155045855,,2705.0
94,Bonner,16017950400,0.487,0.7455,0.405,0.7383,0.0609,94.77657430030584,1.0,36.77000000000004,22.95757668327187,,5332.0
95,Bonner,16017950500,0.824,0.7491,0.974,0.7634,0.3763,92.8082836360525,1.0,31.670000000000016,26.3882740056466,,2578.0
96,Bonner,16017950600,0.344,0.3548,0.637,0.4086,0.1935,92.17663019471205,1.0,34.49000000000001,22.43856524192605,,1504.0
97,Bonner,16017950700,0.724,0.4802,0.939,0.896,0.2867,94.77048965450014,1.0,34.21000000000004,26.91486565391033,,3463.0
98,Bonner,16017950800,0.258,0.2903,0.827,0.215,0.0573,87.98252287983749,1.0,36.77000000000004,26.769557744524874,,4491.0
99,Bonner,16017950900,0.182,0.1541,0.555,0.4372,0.0143,68.76577850458321,1.0,31.27000000000004,24.381254810674378,,3269.0
100,Bonneville,16019970100,0.121,0.172,0.254,0.4265,0.0179,81.04080089459295,1.0,42.39000000000004,27.657291840060704,,868.0
101,Bonneville,16019970200,0.01,0.0107,0.007,0.0788,0.2831,23.77558940523879,1.0,44.23000000000002,38.68515066127787,,2653.0
102,Bonneville,16019970300,0.118,0.1182,0.258,0.2222,0.2401,83.8253252042427,1.0,41.170000000000016,35.07500448137093,,4276.0
103,Bonneville,16019970401,0.236,0.2186,0.308,0.3942,0.405,65.190913249268,1.0,40.27000000000004,36.23840259025689,,1581.0
104,Bonneville,16019970402,0.129,0.1111,0.207,0.4731,0.0931,79.22952564703422,1.0,39.31,34.57297381836186,,2436.0
105,Bonneville,16019970403,0.602,0.4946,0.512,0.4193,0.8243,43.7594829029181,1.0,38.93000000000001,36.884513742071896,,7036.0
106,Bonneville,16019970501,0.433,0.5483,0.437,0.6308,0.2258,59.3801506114284,1.0,39.150000000000034,34.979776436597064,,5213.0
107,Bonneville,16019970502,0.1,0.1326,0.272,0.2043,0.1541,42.96111327716154,11.17728328704834,40.05000000000001,38.31502307639326,,3475.0
108,Bonneville,16019970503,0.111,0.0179,0.032,0.62,0.1254,62.49946446582022,1.0,38.73000000000002,35.98296862213762,,3179.0
109,Bonneville,16019970601,0.168,0.0537,0.172,0.4587,0.4193,29.05628302242842,11.17728328704834,41.35000000000002,38.29666471380864,,1928.0
110,Bonneville,16019970602,0.587,0.4301,0.544,0.7132,0.5376,12.568916850674755,11.17728328704834,39.110000000000014,38.83943218954251,,3762.0
111,Bonneville,16019970603,0.086,0.1612,0.01,0.1075,0.4587,15.707985598581658,11.17728328704834,40.05000000000001,39.461023433088656,,1426.0
112,Bonneville,16019970700,0.978,0.9677,0.964,0.982,0.7383,14.213446716056746,11.17728328704834,41.35000000000002,39.39356991694169,,3813.0
113,Bonneville,16019970800,0.616,0.6236,0.39,0.939,0.3512,18.728397805165653,11.17728328704834,39.39000000000004,39.12002128162688,,2560.0
114,Bonneville,16019970900,0.046,0.0035,0.035,0.2544,0.3297,22.621919100563517,11.17728328704834,39.410000000000025,38.69566162722374,,3123.0
115,Bonneville,16019971000,0.476,0.5949,0.118,0.7455,0.4838,21.91923696915642,11.17728328704834,40.51000000000005,37.77962962962967,,3168.0
116,Bonneville,16019971100,0.741,0.7562,0.677,0.5663,0.6523,16.47099567099565,11.17728328704834,40.51000000000005,39.27606580540979,,2418.0
117,Bonneville,16019971200,0.971,0.9283,0.906,0.8028,0.9354,24.14664193159347,11.17728328704834,40.51000000000005,38.39246952546799,,3161.0
118,Bonneville,16019971301,0.268,0.2724,0.15,0.3691,0.6308,46.86647082198249,11.17728328704834,40.33000000000004,37.04163118718008,,4622.0
119,Bonneville,16019971302,0.275,0.4121,0.082,0.3225,0.62,44.93076472078557,11.17728328704834,40.51000000000005,37.4113044445151,,3567.0
120,Bonneville,16019971400,0.146,0.4695,0.06,0.1612,0.3154,58.98039531533216,11.17728328704834,42.01000000000005,36.05677688852729,,5956.0
121,Bonneville,16019971500,0.243,0.2365,0.103,0.129,0.8637,28.056248432943505,1.0,47.43000000000001,40.3732696173943,,1217.0
122,Boundary,16021970100,0.541,0.5017,0.58,0.7634,0.2365,95.1508743627015,1.0,38.170000000000016,24.18394939980808,,4361.0
123,Boundary,16021970200,0.684,0.724,0.777,0.7562,0.2114,94.44605132966636,1.0,36.910000000000025,20.41165976525116,,4113.0
124,Butte,16023970100,0.806,0.8064,0.792,0.5985,0.6057,8.173604639960793,1.0,53.59000000000003,42.220954599783845,,2537.0
125,Camas,16025970100,0.082,0.301,0.154,0.0931,0.1792,42.80843760255152,1.0,52.410000000000025,37.281999979891566,,850.0
126,Canyon,16027020100,0.921,0.8996,0.759,0.8494,0.7419,11.333932931863012,12.045331001281738,44.07000000000005,43.603695816342,,618.0
127,Canyon,16027020200,0.996,0.9641,0.928,0.9856,0.9964,53.25569901473095,12.045331001281738,44.99000000000001,43.72669993256913,,2432.0
128,Canyon,16027020300,0.956,0.7921,0.935,0.8853,0.896,54.82165304317169,12.045331001281738,44.07000000000005,42.82762880886428,,2512.0
129,Canyon,16027020400,0.913,0.6487,0.767,0.9318,0.8673,59.09039110983581,12.045331001281738,43.33000000000004,42.499817755914805,,3341.0
130,Canyon,16027020500,0.86,0.8387,0.741,0.6021,0.7849,69.84063232713275,12.045331001281738,43.43000000000001,42.12669690721653,,7493.0
131,Canyon,16027020600,0.77,0.6308,0.336,0.9641,0.8064,53.32262372994781,12.045331001281738,45.39000000000004,42.89209002110641,,7241.0
132,Canyon,16027020700,0.695,0.6057,0.645,0.405,0.8458,63.55467956795104,12.045331001281738,44.99000000000001,41.28971711875889,,7505.0
133,Canyon,16027020900,0.34,0.3405,0.182,0.3655,0.6917,61.03186393465983,12.045331001281738,43.43000000000001,38.5001901826839,,16193.0
134,Canyon,16027021000,0.853,0.8709,0.347,0.8817,0.8422,66.14524314888305,12.045331001281738,45.39000000000004,39.993856518142,,12628.0
135,Canyon,16027021100,0.394,0.8028,0.197,0.2007,0.5125,79.9547138604321,12.045331001281738,44.07000000000005,38.54017436821864,,9730.0
136,Canyon,16027021200,0.899,0.6917,0.573,0.9426,0.9677,59.373792364571706,11.668457984924316,43.51000000000005,41.22810395333115,,4293.0
137,Canyon,16027021300,0.992,1.0,0.989,0.8637,1.0,32.355430168436904,11.668457984924316,43.89000000000004,42.338703915141245,,2117.0
138,Canyon,16027021500,0.939,0.9569,0.77,0.7204,0.9103,56.74868941104116,11.668457984924316,44.690000000000055,42.56479157017139,,3095.0
139,Canyon,16027021600,0.849,0.7168,0.333,0.9892,0.8924,54.81791579269292,11.668457984924316,44.690000000000055,41.68814189875993,,2410.0
140,Canyon,16027021700,0.878,0.8888,0.534,0.724,0.8602,59.3967210814348,11.668457984924316,43.51000000000005,41.61870101419883,,6232.0
141,Canyon,16027021800,0.322,0.0931,0.401,0.3261,0.7204,71.32398793543896,11.668457984924316,45.190000000000055,37.717768511812174,,3420.0
142,Canyon,16027021901,0.72,0.3978,0.569,0.9211,0.7132,80.7312024019248,1.0,40.870000000000005,38.36585411510892,,3007.0
143,Canyon,16027021902,0.716,0.6523,0.698,0.3333,0.9175,59.29270222300174,11.668457984924316,58.53000000000003,42.8290132592936,,7781.0
144,Canyon,16027022100,0.917,0.663,0.853,0.9068,0.8028,79.95768903096126,1.0,49.57000000000005,38.44270165671232,,2847.0
145,Canyon,16027022200,0.896,0.5663,0.903,0.6559,0.9892,84.25810952795871,1.0,45.690000000000055,38.72905465838996,,2790.0
146,Canyon,16027022300,0.491,0.4659,0.232,0.3297,0.9247,62.05296349728358,1.0,52.81,39.59656036541412,,3737.0
147,Canyon,16027022400,0.2,0.1505,0.225,0.1397,0.6702,73.51856429958862,1.0,44.49000000000001,38.21249327542701,,2680.0
148,Caribou,16029960100,0.551,0.7096,0.419,0.6236,0.362,64.7327035890359,1.0,44.51000000000005,33.87409625369499,,3597.0
149,Caribou,16029960200,0.336,0.4802,0.222,0.7096,0.1648,89.23806646009692,1.0,39.77000000000004,28.8668106994891,,2614.0
150,Cassia,16031950100,0.462,0.3512,0.412,0.344,0.7992,18.16780816695069,1.0,52.63000000000005,42.6025170042826,,2400.0
151,Cassia,16031950200,0.562,0.3082,0.745,0.3082,0.7777,78.26823843143863,1.0,49.49000000000001,35.99246405828929,,2661.0
152,Cassia,16031950300,0.727,0.7383,0.286,0.7921,0.7921,86.55116424418368,12.471135139465332,40.23000000000002,34.60555839042649,,3964.0
153,Cassia,16031950400,1.0,0.9928,0.982,1.0,0.939,33.022645157195555,12.471135139465332,40.33000000000004,36.486294689223854,,3554.0
154,Cassia,16031950500,0.559,0.5698,0.132,0.706,0.7275,76.99033638206035,12.471135139465332,41.150000000000034,35.0219083551581,,4204.0
155,Cassia,16031950600,0.566,0.5125,0.422,0.3405,0.8817,42.00028024663561,1.0,52.43000000000001,40.13935504013291,,1989.0
156,Clark,16033950100,0.96,0.7132,0.971,0.8315,0.9928,29.533939215121976,1.0,50.450000000000045,36.36070113973299,,864.0
157,Clearwater,16035970100,0.44,0.2043,0.953,0.6129,0.0788,96.91592848162416,1.0,37.63000000000005,24.101748307352928,,2623.0
158,Clearwater,16035970200,0.885,0.8207,0.87,0.8064,0.5197,92.75625221227304,1.0,40.610000000000014,32.93160003039776,,5235.0
159,Custer,16037990200,0.569,0.5555,0.82,0.3835,0.4014,29.69362245958384,1.0,50.950000000000045,31.628167289127948,,3748.0
160,Elmore,16039980100,0.953,0.896,0.956,0.6451,0.9749,41.93584211748114,1.0,58.13000000000005,39.30741771544353,,2592.0
161,Elmore,16039980200,0.383,0.1756,0.501,0.3046,0.6989,9.017373146860024,10.666391372680664,57.370000000000005,48.46894892847011,,8283.0
162,Elmore,16039980300,0.892,0.8566,0.594,0.7311,0.853,4.781427015683246,10.666391372680664,57.89000000000004,53.35102240926885,,3536.0
163,Elmore,16039980400,0.888,0.9032,0.648,0.5412,0.9318,13.495291405110493,10.666391372680664,58.190000000000055,51.11499079733003,,7635.0
164,Elmore,16039980500,0.265,0.3333,0.505,0.0322,0.534,8.519546499968445,1.0,53.690000000000055,50.27601376389613,,3007.0
165,Franklin,16041970100,0.523,0.3799,0.691,0.5734,0.3978,72.2709949973543,1.0,46.23000000000002,36.80132864922823,,4673.0
166,Franklin,16041970200,0.333,0.2508,0.559,0.2365,0.5161,87.8781099007415,1.0,45.190000000000055,33.722751922031755,,5262.0
167,Fremont,16043970100,0.057,0.1433,0.311,0.1756,0.0286,75.5342670252328,1.0,48.21000000000004,30.87316983918228,,1159.0
168,Fremont,16043970200,0.831,0.6559,0.817,0.5483,0.853,91.11050156433956,1.0,43.35000000000002,31.42422570192987,,2827.0
169,Fremont,16043970300,0.792,0.8781,0.666,0.5197,0.7168,88.27617500651476,1.0,43.89000000000004,35.58355435346785,,6163.0
170,Gem,16045960100,0.254,0.1182,0.498,0.3763,0.3906,38.475897619273766,1.0,54.650000000000034,43.04117102952335,,3418.0
171,Gem,16045960200,0.749,0.5913,0.508,0.8888,0.681,44.270619586125086,1.0,57.09000000000003,44.28605084460538,,4374.0
172,Gem,16045960300,0.813,0.7956,0.623,0.8207,0.6093,73.47576085659229,1.0,49.55000000000001,40.56705462585675,,5405.0
173,Gooding,16047960100,0.942,0.8853,0.774,0.9283,0.8207,19.669980429206944,1.0,55.610000000000014,46.73706032017657,,5978.0
174,Gooding,16047960200,0.759,0.6881,0.426,0.6594,0.9426,62.62793603656135,1.0,54.75000000000006,40.53364749374598,,6341.0
175,Idaho,16049960100,0.322,0.3906,0.806,0.258,0.086,85.34796021347,1.0,44.07000000000005,24.375213169411936,,1711.0
176,Idaho,16049960200,0.731,0.8745,0.799,0.8279,0.1111,88.41391090829913,1.0,46.83000000000004,33.35907938647965,,5253.0
177,Idaho,16049960300,0.483,0.6129,0.795,0.2616,0.2759,74.23049446311863,1.0,48.63000000000005,37.20557735164222,,1771.0
178,Idaho,16049960400,0.537,0.5842,0.788,0.6774,0.025,82.50775111934279,1.0,46.110000000000014,26.96265246175684,,1112.0
179,Idaho,16049960500,0.835,0.6415,0.942,0.8673,0.4408,89.8350265967218,1.0,40.49000000000001,33.83238569900745,,3492.0
180,Jefferson,16051960100,0.784,0.6666,0.888,0.2473,0.9641,24.84513491828805,1.0,51.47000000000003,42.37024958534134,,2515.0
181,Jefferson,16051960200,0.372,0.1648,0.415,0.4874,0.5913,80.35309271197764,1.0,47.110000000000014,35.18270569455195,,2647.0
182,Jefferson,16051960300,0.799,0.6845,0.652,0.7455,0.7096,75.2733496243236,1.0,41.63000000000005,37.328373862524366,,4486.0
183,Jefferson,16051960400,0.293,0.3225,0.634,0.1505,0.3727,78.30679615482474,1.0,40.71000000000004,34.82532898385204,,6884.0
184,Jerome,16053970100,0.688,0.3118,0.659,0.577,0.9283,36.99055490232072,1.0,63.650000000000034,44.713588200898656,,2172.0
185,Jerome,16053970200,0.874,0.8279,0.516,0.6989,0.9426,74.28967699341061,1.0,53.27000000000004,38.46131724254192,,3066.0
186,Jerome,16053970300,0.81,0.5878,0.612,0.81,0.8315,90.63454635567643,1.0,42.99000000000001,35.24516893174394,,3561.0
187,Jerome,16053970400,0.87,0.3584,0.781,0.9462,0.8996,56.623278585807945,1.0,43.85000000000002,42.14336525149978,,2234.0
188,Jerome,16053970500,0.663,0.7275,0.433,0.3584,0.8888,61.67539818972123,11.050331115722656,53.690000000000055,40.1568384687378,,4960.0
189,Kootenai,16055000100,0.469,0.3046,0.845,0.4982,0.2724,93.99082902150046,1.0,36.33000000000004,27.59406689783849,,4196.0
190,Kootenai,16055000200,0.225,0.2114,0.551,0.448,0.0896,92.9538695726347,12.107589721679688,37.81,28.10287217538468,,5898.0
191,Kootenai,16055000300,0.286,0.4372,0.44,0.3906,0.2043,90.72298967226698,1.0,40.950000000000045,29.27517548592181,,7903.0
192,Kootenai,16055000400,0.627,0.853,0.483,0.7383,0.2437,84.53144603354514,11.28118896484375,38.49000000000001,31.343928680594946,,8747.0
193,Kootenai,16055000500,0.498,0.3297,0.734,0.6164,0.2903,64.19060254521938,11.28118896484375,39.170000000000016,36.76511438997668,,7723.0
194,Kootenai,16055000600,0.379,0.3763,0.562,0.5913,0.1397,64.65481272541805,12.107589721679688,39.170000000000016,36.35350972526921,,7118.0
