,COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioencomic Status,Household Composition and Disability ,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
195,Kootenai,16055000700,0.519,0.6451,0.376,0.8709,0.1362,68.69933029464515,12.107589721679688,41.63000000000005,36.89765565391108,,11348.0
196,Kootenai,16055000800,0.164,0.1577,0.469,0.3548,0.1039,59.9809820908242,12.107589721679688,38.07000000000005,34.98408030631265,,2771.0
197,Kootenai,16055000900,0.881,0.9964,0.967,0.9498,0.1003,29.83499201064606,12.107589721679688,37.650000000000034,34.902896981459754,,3492.0
198,Kootenai,16055001000,0.261,0.405,0.408,0.3799,0.1971,81.62779549815527,12.107589721679688,37.47000000000003,34.801277029486705,,6638.0
199,Kootenai,16055001100,0.071,0.0,0.143,0.2652,0.2939,92.13480539744202,12.107589721679688,36.63000000000005,34.701936076655535,,1401.0
200,Kootenai,16055001200,0.534,0.7419,0.444,0.8458,0.0358,63.29899311758156,12.107589721679688,37.05000000000001,36.37825787359971,,4297.0
201,Kootenai,16055001300,0.777,0.7347,0.824,0.8996,0.2795,54.79167471348696,12.107589721679688,37.650000000000034,36.38971180092685,,2508.0
202,Kootenai,16055001400,0.451,0.81,0.462,0.2724,0.3297,29.911788291900557,12.107589721679688,35.870000000000005,26.715606798529038,,1806.0
203,Kootenai,16055001500,0.448,0.3189,0.537,0.7813,0.2329,85.3114025760546,12.107589721679688,35.870000000000005,34.635341540905486,,2217.0
204,Kootenai,16055001600,0.584,0.7025,0.702,0.3369,0.4695,57.738498438952966,1.0,34.71000000000004,30.1111318528055,,1751.0
205,Kootenai,16055001700,0.114,0.2867,0.243,0.1648,0.1146,90.9799698639271,12.107589721679688,37.01000000000005,28.341686232048232,,2835.0
206,Kootenai,16055001800,0.05,0.0681,0.071,0.1935,0.301,84.7268711164259,12.107589721679688,36.25000000000006,26.37400677088205,,5387.0
207,Kootenai,16055001900,0.358,0.6308,0.494,0.4516,0.0322,94.32279830938222,1.0,34.73000000000002,25.095593307004822,,1740.0
208,Kootenai,16055002000,0.021,0.0501,0.229,0.1111,0.1433,89.49879183564724,12.107589721679688,35.79000000000002,28.31488157880722,,2190.0
209,Kootenai,16055002100,0.623,0.1684,0.756,0.7275,0.663,79.93828962747696,1.0,39.51000000000005,31.52184847688413,,1546.0
210,Latah,16057005100,0.634,0.8924,0.917,0.0107,0.5089,87.92168981488831,1.0,41.93000000000001,38.4088947679155,,6274.0
211,Latah,16057005200,0.207,0.5197,0.297,0.0824,0.3082,97.13878408029278,1.0,41.83000000000004,33.449182853485496,,4895.0
212,Latah,16057005300,0.301,0.7168,0.577,0.0215,0.172,92.91862291449516,1.0,41.07000000000005,36.96191540442184,,5275.0
213,Latah,16057005400,0.745,0.982,1.0,0.0143,0.6594,92.53994242157896,1.0,41.07000000000005,37.185585325858966,,5331.0
214,Latah,16057005500,0.283,0.491,0.491,0.362,0.1146,97.63064405944152,1.0,39.690000000000055,30.12292561750183,,3060.0
215,Latah,16057005600,0.218,0.0896,0.53,0.387,0.2544,97.70788171683004,1.0,40.03000000000003,29.1876145985809,,2790.0
216,Latah,16057005700,0.157,0.3476,0.318,0.3189,0.043,94.45939055989604,1.0,43.27000000000004,34.93979005249176,,2395.0
217,Lemhi,16059980100,0.426,0.1792,0.709,0.7956,0.129,56.9378245490606,1.0,46.610000000000014,28.29299500603446,,2212.0
218,Lemhi,16059980200,0.609,0.6021,0.849,0.7168,0.1075,56.94018922246256,1.0,48.53000000000003,34.09777325600558,,2575.0
219,Lemhi,16059980300,0.405,0.2293,0.881,0.5519,0.0716,32.90140471097149,1.0,49.59000000000003,34.5050541300106,,2032.0
220,Lewis,16061950100,0.763,0.448,0.784,0.9103,0.5806,93.7377089375652,1.0,37.81,31.070217791329583,,1447.0
221,Lewis,16061950200,0.204,0.1039,0.379,0.4767,0.2293,95.60188507865374,1.0,39.55000000000001,31.45749447957965,,1761.0
222,Lewis,16061950300,0.24,0.2688,0.448,0.4014,0.2078,84.12283857355673,1.0,47.29000000000002,35.378929679947,,31.0
223,Lincoln,16063950100,0.838,0.7706,0.749,0.5376,0.8351,11.811258848339822,1.0,55.03000000000003,49.07700534387525,,3546.0
224,Madison,16065950100,0.154,0.0967,0.326,0.1469,0.4516,64.31017611648313,1.0,49.13000000000005,39.03498821123727,,4079.0
225,Madison,16065950200,0.842,0.9784,0.835,0.534,0.5519,42.53092255662402,1.0,38.57000000000005,35.50350021378323,,2041.0
226,Madison,16065950301,0.544,0.9856,0.96,0.0,0.1505,37.10440514816933,1.0,38.71000000000004,38.18137343076637,,3708.0
227,Madison,16065950302,0.577,0.9892,0.992,0.0071,0.2007,61.013278563456666,1.0,37.450000000000045,36.09703588328071,,6782.0
228,Madison,16065950400,0.494,0.8673,0.713,0.0681,0.3082,89.09523042592812,1.0,41.29000000000002,32.207592537081915,,4072.0
229,Madison,16065950500,0.415,0.4193,0.716,0.172,0.4551,91.14599988188642,1.0,45.910000000000025,33.61521654561685,,3348.0
230,Minidoka,16067980100,0.591,0.129,0.455,0.7347,0.9068,72.3678610757468,1.0,52.370000000000005,39.77536606766335,,2882.0
231,Minidoka,16067980200,0.655,0.4587,0.519,0.5232,0.8745,69.3336370217315,12.471135139465332,44.610000000000014,36.11666182086047,,4837.0
232,Minidoka,16067980300,0.659,0.62,0.476,0.3154,0.9784,27.648606294532325,1.0,52.43000000000001,43.35746125548243,,2517.0
233,Minidoka,16067980400,0.964,0.6917,0.878,0.9892,0.9605,70.77392383088312,1.0,41.49000000000001,38.66255241567914,,3719.0
234,Minidoka,16067980500,0.989,0.9211,0.924,0.9175,0.9569,82.05728808630475,1.0,41.49000000000001,36.05218428004824,,3614.0
235,Nez Perce,16069990600,0.652,0.7849,0.358,0.9247,0.3046,45.01426668214968,10.119486808776855,42.43000000000001,41.149588174807214,,4164.0
236,Nez Perce,16069990700,0.354,0.8458,0.157,0.3476,0.2508,60.54325304576116,10.119486808776855,48.23000000000002,38.30279921958064,,4429.0
237,Nez Perce,16069990800,0.078,0.0645,0.218,0.2508,0.1827,47.01493875873581,1.0,44.23000000000002,42.27021324575804,,3075.0
238,Nez Perce,16069990900,0.465,0.6774,0.34,0.8924,0.0035,68.85450328288239,1.0,41.73000000000002,41.17218726591762,,2475.0
239,Nez Perce,16069991000,0.043,0.0752,0.193,0.1971,0.1218,55.60581562916449,10.119486808776855,43.690000000000055,41.1155814691418,,4402.0
240,Nez Perce,16069990100,0.752,0.3655,0.838,0.8602,0.6164,83.51961297256533,1.0,46.150000000000034,35.70053791592311,,3786.0
241,Nez Perce,16069990200,0.103,0.0394,0.329,0.3082,0.0967,94.1702405920358,1.0,43.27000000000004,35.65103865536563,,285.0
242,Nez Perce,16069990300,0.856,0.7741,0.86,0.7885,0.5412,56.190507090619946,10.119486808776855,47.31,41.19485645604435,,4128.0
243,Nez Perce,16069990400,0.308,0.4767,0.301,0.5842,0.1577,53.00939054231927,10.119486808776855,42.670000000000016,39.96654308802663,,2811.0
244,Nez Perce,16069990500,0.297,0.6272,0.161,0.4838,0.215,57.16008974468729,10.119486808776855,42.25000000000006,40.72274786425268,,2974.0
245,Oneida,16071960100,0.444,0.3727,0.641,0.663,0.1899,33.12192185252496,1.0,51.57000000000005,41.63650640486392,,3494.0
246,Owyhee,16073940300,0.612,0.2437,0.996,0.5555,0.5053,20.705289356334365,1.0,51.690000000000055,44.11507115076722,,289.0
247,Owyhee,16073950101,0.985,0.8602,0.874,0.9749,0.982,76.14929157711323,1.0,48.35000000000002,38.452244418803936,,3304.0
248,Owyhee,16073950102,0.924,0.7311,0.867,0.7025,0.9677,64.58286783997339,1.0,50.73000000000002,39.26830819952134,,2671.0
249,Owyhee,16073950200,0.713,0.5448,0.724,0.4336,0.8673,7.351858393295177,1.0,58.25000000000006,46.94755392264137,,2813.0
250,Payette,16075980100,0.706,0.8136,0.365,0.6093,0.7777,11.33049966787726,1.0,55.370000000000005,49.501064242686105,,4998.0
251,Payette,16075980200,0.906,0.8351,0.695,0.9677,0.6881,83.90355005592873,13.263776779174805,45.21000000000004,38.01299626520186,,2578.0
252,Payette,16075980300,0.698,0.4551,0.322,0.9569,0.8243,50.71764984953055,13.263776779174805,55.450000000000045,43.53431176320885,,6174.0
253,Payette,16075980400,0.788,0.5519,0.885,0.6881,0.6487,50.72514910086209,1.0,54.47000000000003,43.1999067500166,,3732.0
254,Power,16077980100,0.508,0.387,0.706,0.2759,0.6415,24.51360349160312,12.321128845214844,50.650000000000034,40.972498058242735,,1339.0
255,Power,16077980200,0.935,0.9068,0.63,0.8566,0.9498,21.92552616471551,1.0,53.870000000000005,43.08670048727479,,5080.0
256,Shoshone,16079960200,0.473,0.5985,0.591,0.681,0.0645,97.62574959412088,1.0,31.610000000000014,22.52829391889397,,3886.0
257,Shoshone,16079960300,0.767,0.8494,0.684,0.9784,0.2222,94.19685124120586,1.0,33.53000000000003,24.148432259048832,,3602.0
258,Shoshone,16079960400,0.641,0.6594,0.548,0.8745,0.2688,94.59969047738488,1.0,28.81,22.61347636542077,,4384.0
259,Teton,16081960100,0.362,0.5053,0.2,0.1863,0.7562,93.608515940106,1.0,39.51000000000005,27.81901032376391,,5177.0
260,Twin Falls,16083980100,0.39,0.4157,0.369,0.0394,0.8853,16.06827419747506,1.0,56.03000000000003,46.72138953416748,,258.0
261,Twin Falls,16083980200,0.526,0.258,0.473,0.5591,0.7562,22.833728891937596,1.0,54.53000000000003,45.0727231131504,,1681.0
262,Twin Falls,16083980300,0.412,0.2616,0.211,0.5304,0.7526,73.7463619116648,1.0,52.79000000000002,38.61161699156356,,3816.0
263,Twin Falls,16083980400,0.931,0.7885,0.627,0.9964,0.8781,75.4060246721862,1.0,42.27000000000004,38.33014954098755,,3134.0
264,Twin Falls,16083980500,0.397,0.2795,0.293,0.6021,0.5412,81.50202985492004,1.0,42.650000000000034,35.60596533857982,,4109.0
265,Twin Falls,16083980600,0.172,0.1469,0.204,0.2437,0.5268,71.31266158051697,1.0,48.370000000000005,38.33159007222252,,2259.0
266,Twin Falls,16083980700,0.605,0.6738,0.283,0.8351,0.4731,65.43382576212844,11.050331115722656,45.27000000000004,37.77084361874009,,7624.0
267,Twin Falls,16083980800,0.903,0.6989,0.856,0.9534,0.6738,54.976632361791424,11.050331115722656,43.79000000000002,41.97996379231555,,4439.0
268,Twin Falls,16083980900,0.387,0.5376,0.043,0.7598,0.3584,63.51302014143878,11.050331115722656,46.47000000000003,42.31526894747978,,7697.0
269,Twin Falls,16083981000,0.637,0.4516,0.602,0.7849,0.4982,44.78013163224764,11.050331115722656,44.670000000000016,43.12981695198915,,6110.0
270,Twin Falls,16083981100,0.91,0.9462,0.892,0.6344,0.7419,23.4053890360672,11.050331115722656,44.670000000000016,43.64437992831543,,2652.0
271,Twin Falls,16083981200,0.982,0.9318,0.913,0.9103,0.9103,63.98709418140306,11.050331115722656,43.150000000000034,38.24997961802679,,5578.0
272,Twin Falls,16083981300,0.48,0.4874,0.25,0.6451,0.5627,78.67548521564304,1.0,46.47000000000003,36.71653553156062,,5556.0
273,Twin Falls,16083981400,0.677,0.5268,0.72,0.2258,0.9856,88.44153949597808,1.0,48.01000000000005,37.27051753927859,,790.0
274,Valley,16085970100,0.347,0.4408,0.268,0.7455,0.1433,64.6648241499337,1.0,45.63000000000005,26.294497557609645,,1759.0
275,Valley,16085970200,0.211,0.5089,0.189,0.2078,0.344,69.56461726631508,1.0,35.97000000000003,24.647568903972093,,1665.0
276,Valley,16085970300,0.032,0.3118,0.139,0.043,0.0537,83.43780719807033,1.0,37.23000000000002,25.756178742427952,,3066.0
277,Washington,16087970100,0.29,0.2222,0.598,0.4695,0.1863,35.36160765188318,1.0,52.85000000000002,42.47619568905185,,1408.0
278,Washington,16087970200,0.863,0.9534,0.351,0.853,0.81,18.87068108875121,1.0,53.03000000000003,47.25969607446188,,3424.0
279,Washington,16087970300,0.845,0.7634,0.752,0.5017,0.9032,28.165181650866558,1.0,53.03000000000003,44.37938401703594,,3899.0
