COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioeconomic Status,Household Composition and Disability,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Population,Area,PM-2-5,Heatwave,Density_Population,Year
Bonner,16017950900,0.1588,0.1515,0.1655,0.8788,0.101,63.46362082475944,0.0,44.09000000000003,26.55407386447648,1469.3683766702063,4516.0,242.1260248,3042.1982515966106,18401.0,18.651444030976386,2017
Bonneville,16019970100,0.0608,0.1077,0.1081,0.2929,0.1313,66.83254389057677,0.0,56.35000000000002,31.04225746614907,499.6081158041733,5891.0,3780.406638,1538.858190217385,28886.0,1.558297972706078,2017
Bonneville,16019970300,0.1453,0.202,0.2804,0.2391,0.2357,77.77232624039088,0.0,44.81,33.345826632169135,534.3466245491938,7113.0,130.9742804,2843.2118355790767,41669.0,54.308372439815294,2017
Bonneville,16019970401,0.125,0.1818,0.2162,0.1481,0.404,63.106395621082335,0.0,48.93000000000001,36.22754099807069,519.6538490946699,2598.0,20.92040444,2845.072560619771,19214.0,124.18497966667417,2017
Bonneville,16019970402,0.1892,0.2391,0.2872,0.5152,0.1111,74.4099375253948,0.0,47.83000000000004,35.58214194676721,512.830054284904,4023.0,35.90491823,2906.979730738871,31727.0,112.0459312629383,2017
Bonneville,16019970403,0.5709,0.4175,0.4932,0.2761,0.8653,41.97536454809543,0.0,46.81,38.46289545209299,514.7115349050572,12023.0,10.45261265,2873.688586325959,98981.0,1150.238739593971,2017
Bonneville,16019970501,0.3446,0.6465,0.0811,0.4141,0.5724,53.1136647251127,0.0,50.43000000000001,37.42810530243812,493.9973248492548,8836.0,13.89699642,2830.543622230048,72138.0,635.8208445159835,2017
Bonneville,16019970502,0.25,0.2862,0.1723,0.6599,0.3737,34.548797219790856,2.156726837158203,49.35000000000002,40.02155345048872,493.7418729364871,5839.0,5.154831908,3041.890798257957,47198.0,1132.7236472906538,2017
Bonneville,16019970503,0.1419,0.4276,0.1047,0.2626,0.1515,63.66392449006247,0.0,48.53000000000003,36.3119315536725,500.8252515366165,5195.0,26.43077848,2971.023308737072,39333.0,196.5511535701085,2017
Bonneville,16019970601,0.3682,0.0034,0.5743,0.9933,0.5657,34.243437268279855,2.156726837158203,49.39000000000004,39.618066482523766,520.1970874667167,3184.0,3.088542079,3128.195498544812,26890.0,1030.9071136343098,2017
Bonneville,16019970602,0.7365,0.3939,0.6926,0.9259,0.6599,8.943403867571115,2.156726837158203,48.51000000000005,40.50927098732264,509.6894235455795,6459.0,2.52816338,3257.7906401560845,54513.0,2554.819063948312,2017
Bonneville,16019970603,0.2128,0.3569,0.0878,0.4815,0.3939,13.634562710356889,2.156726837158203,49.35000000000002,41.43907591786275,494.9202466065811,2474.0,2.532988891,3172.3327919379744,21404.0,976.711745081238,2017
Bonneville,16019970700,0.9459,0.9024,0.9223,0.7138,0.9057,10.452305582023229,2.156726837158203,49.39000000000004,40.28606411997276,519.0854329361371,6193.0,7.667662292999999,2864.568934774235,56540.0,807.6777201903825,2017
Bonneville,16019970800,0.6453,0.771,0.5068,0.8148,0.303,6.976014444358677,2.156726837158203,48.43000000000001,40.873470293439965,515.6935121616273,4310.0,1.525935777,2938.7918327506886,48711.0,2824.496328720655,2017
Bonneville,16019970900,0.0541,0.0101,0.0743,0.8249,0.1549,9.402387489389085,2.156726837158203,48.93000000000001,40.69424376386764,514.847259541726,5248.0,3.320439713,3093.4755700432997,59546.0,1580.5135625421308,2017
Bonneville,16019971000,0.7061,0.6532,0.598,0.6094,0.6162,13.903953599691398,2.156726837158203,48.51000000000005,39.60384102940537,507.6890325444241,5452.0,5.123407266,2709.6820538991174,57693.0,1064.1355873035138,2017
Bonneville,16019971100,0.7331,0.6027,0.7804,0.6566,0.5455,11.346797279656078,2.156726837158203,48.51000000000005,40.973188565634175,508.094786128348,4345.0,1.759408193,2826.444787637417,51471.0,2469.5804062337907,2017
Bonneville,16019971200,0.9223,0.8586,0.9426,0.6532,0.8114,17.6523999179328,2.156726837158203,49.23000000000002,39.826602711864176,508.70693704745526,5438.0,6.536060644999999,2712.9292100177627,48304.0,831.9996241405745,2017
Bonneville,16019971301,0.5236,0.3838,0.3007,0.8855,0.6835,47.632187807443046,2.156726837158203,49.23000000000002,35.48731215760721,507.7257987034193,7461.0,15.08420361,2719.2408269886764,61759.0,494.6233949702036,2017
Bonneville,16019971302,0.7432,0.7643,0.277,0.9428,0.8114,43.1890873374743,2.156726837158203,48.51000000000005,36.88489742942951,507.172528207302,6144.0,5.591116781,2643.616016461965,52166.0,1098.8860080474144,2017
