,COUNTY,FIPS,Minority Status and Language,Overall Vulnerability,Housing Type and Transportation,Household Composition and Disability ,Socioencomic Status,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion,PM-2-5
135,Bannock,16005000500,0.3187,0.3473,0.1604,0.6571,0.4462,90.86628970009916,,32.670000000000016,29.31824104952106,754.8315526988599,1492.0,2382.9542229083227
136,Bannock,16005000600,0.7165,0.9231,0.9802,0.5758,0.8044,21.060266896638936,,45.410000000000025,36.45135324706068,763.5246509662215,2840.0,2055.172059399226
137,Bannock,16005000700,0.6615,0.7824,0.8242,0.3385,0.844,44.77597342800348,,37.35000000000002,34.85339231346246,767.6715990304947,3446.0,2220.994568568605
138,Bannock,16005000800,0.8154,0.9187,0.9275,0.3692,0.9714,20.422026414392978,,36.39000000000004,34.994768620537684,767.613085252103,2204.0,2283.2431444659774
139,Bannock,16005000900,0.6703,0.8769,0.778,0.567,0.9451,51.99498024402973,,34.950000000000045,34.79051032806808,767.6715990304947,1720.0,2491.2184404474533
140,Bannock,16005001000,0.5648,0.7209,0.7033,0.5802,0.7275,52.11517198049849,,34.83000000000004,34.46558366877519,767.6715990304947,2512.0,2309.4423306431518
141,Bannock,16005001102,0.5429,0.3582,0.4637,0.6681,0.1341,39.12999392082359,,35.75000000000006,34.25602123058782,767.6715990304947,2930.0,2181.836822677882
142,Bannock,16005001103,0.2769,0.2132,0.2242,0.7626,0.0659,52.4088742696739,,35.25000000000006,33.61497937173116,0.0,3521.0,2254.3056831295994
143,Bannock,16005001104,0.4418,0.2681,0.0725,0.8593,0.2527,48.68756796193928,,35.25000000000006,33.211891133929576,0.0,2305.0,2102.6839615550043
144,Bannock,16005001200,0.6022,0.6264,0.5451,0.7253,0.556,39.7070191510709,,35.25000000000006,34.26491424400927,763.8135127837287,2392.0,2417.1078253843552
145,Bannock,16005001300,0.7736,0.8286,0.5231,0.844,0.8835,50.42513691448978,,34.57000000000005,34.21072147651011,767.6715990304947,2226.0,2327.570113550005
146,Bannock,16005001400,0.6571,0.756,0.5802,0.9319,0.6286,34.27500342389024,,35.33000000000004,34.10907343911969,764.9056202373562,3577.0,2337.0135329517743
147,Bannock,16005001500,0.4198,0.5868,0.7231,0.7802,0.2879,53.58276427835917,,35.33000000000004,32.85189731256865,757.2410696499466,4182.0,2463.221240526957
148,Bannock,16005001601,0.4659,0.6857,0.6418,0.2088,0.9341,30.932868426187497,,36.27000000000004,34.87340993910825,767.6715990304946,2017.0,2377.1130129405915
149,Bannock,16005001602,0.4989,0.5934,0.422,0.6088,0.6923,60.26103802723162,,36.27000000000004,34.377110473902434,767.7885651307741,3018.0,2198.8378673662473
150,Bannock,16005001603,0.7648,0.6813,0.844,0.2967,0.6154,28.10469593095079,,35.610000000000014,34.686719030396745,767.680340506025,2085.0,2072.124131925564
151,Bannock,16005001700,0.0593,0.4835,0.7209,0.6022,0.2967,71.58876812148176,,36.75000000000006,33.701601984173884,759.0722993751732,2730.0,2143.8669865443353
152,Bannock,16005001900,0.2571,0.4505,0.4725,0.822,0.2681,66.98474476240676,,50.39000000000004,33.88312777240832,643.8429676656363,4016.0,1538.1790892814583
153,Bannock,16005940000,0.9956,0.8484,0.4593,0.9187,0.8462,65.2659293657946,,46.85000000000002,29.25132306758767,772.4675626443386,1642.0,1681.9771045981533
154,Bannock,16005981800,0.5341,0.3165,0.0527,0.6198,0.5582,84.60458509494593,,36.610000000000014,27.71871971050647,760.4483600609299,253.0,1439.0218003942748
155,Bear Lake,16007950100,0.2571,0.7055,0.8505,0.6703,0.5626,51.364731337693485,,46.85000000000002,33.935697734945926,509.1757258022406,3175.0,1476.9993484161337
156,Bear Lake,16007950200,0.0901,0.2637,0.3736,0.4835,0.2132,71.9969491549943,,40.35000000000002,29.908431064333044,505.1244109843793,2352.0,1459.3447521497487
157,Benewah,16009940000,0.7407,0.8637,0.7341,0.8659,0.7692,88.65311979067437,,33.89000000000004,26.167354091631,1200.3217172774416,3831.0,2122.821746970788
158,Benewah,16009950100,0.0857,0.8176,0.9253,0.8176,0.6945,97.87100667249216,,37.13000000000005,23.106378508394968,1170.3577611211178,4106.0,2020.2333172973706
159,Bingham,16011940000,1.0,0.9516,0.6703,0.9582,0.9209,65.94895053276585,,48.370000000000005,32.73818850032103,788.7834833034135,2279.0,1528.220981252693
160,Bingham,16011950101,0.3582,0.3055,0.2374,0.4286,0.356,95.82708504270376,,32.650000000000034,30.217200500987413,0.0,2810.0,2560.939595118203
161,Bingham,16011950102,0.5626,0.5978,0.2901,0.7363,0.7429,91.24058513976036,,36.190000000000055,30.419138355776145,0.0,3535.0,2400.0313709573165
162,Bingham,16011950200,0.4945,0.3824,0.4813,0.6396,0.1956,91.46719175041544,,38.97000000000003,29.181457658059056,717.0528208890457,3017.0,1402.305506382812
163,Bingham,16011950300,0.967,0.8022,0.4264,0.9253,0.7385,33.7045889068201,,48.63000000000005,36.2451622537829,834.8844531388061,4631.0,1726.5530501334426
164,Bingham,16011950400,0.6615,0.8308,0.8703,0.8967,0.5473,94.1406676314592,,36.43000000000001,30.557657551559828,757.8840633569587,5353.0,2253.9190008821515
165,Bingham,16011950501,0.5846,0.411,0.4703,0.3341,0.3868,89.62529965162346,,33.190000000000055,29.41333723191399,0.0,1921.0,2341.881571302598
166,Bingham,16011950502,0.8462,0.956,0.8637,0.989,0.822,84.7182293914216,,33.57000000000005,29.173479056026466,0.0,4111.0,2385.1635398393732
167,Bingham,16011950600,0.644,0.5604,0.5429,0.7341,0.4044,91.89543432688184,,36.63000000000005,29.938221883222567,799.8455126622814,4271.0,2314.2127046489295
168,Bingham,16011950700,0.567,0.3868,0.3934,0.589,0.2637,93.21520342937914,,37.57000000000005,28.735379891641607,870.3968193812573,3751.0,2135.867490152014
169,Blaine,16013960101,0.9319,0.6418,0.1824,0.5648,0.9187,10.003818024403472,,53.910000000000025,36.09694694823357,0.0,1226.0,1749.6160858300775
170,Blaine,16013960102,0.589,0.3429,0.1736,0.6154,0.3385,30.328239057862632,,42.650000000000034,34.64389151010665,0.0,2587.0,1871.8923926650984
171,Blaine,16013960201,0.8527,0.8703,0.6154,0.9385,0.7714,54.20501771132676,,36.49000000000001,33.44762561553361,0.0,4169.0,2832.94128235724
172,Blaine,16013960202,0.9187,0.4747,0.3385,0.4176,0.4901,49.64833531334544,,44.93000000000001,32.83740034661641,0.0,3402.0,1600.4433765651972
173,Blaine,16013960301,0.2242,0.0857,0.3231,0.1077,0.0418,25.327393364882315,,36.83000000000004,27.690494624951377,0.0,1379.0,1588.8351780969674
174,Blaine,16013960302,0.2857,0.3538,0.7121,0.4637,0.0857,31.232006737068723,,41.870000000000005,27.7381367271056,0.0,1387.0,1664.9745974552952
175,Blaine,16013960501,0.9429,0.7648,0.8681,0.1868,0.8088,42.04028540863711,,37.39000000000004,34.8434994237679,0.0,1078.0,2876.411916447977
176,Blaine,16013960502,0.1978,0.0505,0.0857,0.3165,0.033,40.69787436995529,,38.650000000000034,30.04542880054673,0.0,1104.0,1621.7214417470445
177,Boise,16015950201,0.2418,0.0681,0.0615,0.2549,0.178,75.23954656379868,,41.09000000000003,26.834463988528466,0.0,1566.0,2179.1990793113314
178,Boise,16015950202,0.2264,0.4308,0.6571,0.3319,0.389,72.38459135299206,,39.07000000000005,25.550098517496565,0.0,1511.0,1979.57469329262
179,Boise,16015950203,0.389,0.589,0.6967,0.4571,0.5407,82.30214933052447,,40.85000000000002,26.81745447326879,0.0,2677.0,2215.5346014456727
180,Bonner,16017950100,0.0396,0.5912,0.6264,0.3473,0.8132,83.71351065426117,,29.250000000000057,19.80012849000031,1077.1362742678152,1839.0,2013.4108701471848
181,Bonner,16017950201,0.0725,0.2769,0.189,0.2132,0.6725,98.76670512406696,,30.77000000000004,21.96797276732606,0.0,2059.0,2035.2586312678102
182,Bonner,16017950202,0.233,0.3604,0.5011,0.389,0.3099,84.86048424515403,,29.870000000000005,23.23708485490965,0.0,1752.0,2343.4824567852393
183,Bonner,16017950203,0.3143,0.7802,0.9802,0.5714,0.5253,52.5598462084025,,30.53000000000003,26.609715816954477,0.0,2766.0,3143.8245215010606
184,Bonner,16017950300,0.2857,0.6571,0.6286,0.4242,0.8286,25.511207291296,,29.430000000000007,26.327548761590844,1121.5420781133028,2738.0,3313.6727045170674
185,Bonner,16017950401,0.389,0.5648,0.3275,0.6769,0.7429,97.51546368277248,,28.05000000000001,20.619656813484635,0.0,956.0,1934.824103688124
186,Bonner,16017950402,0.3341,0.7033,0.9011,0.5516,0.5341,85.51052994623831,,32.190000000000055,24.17547198329728,0.0,2608.0,2282.20103192734
187,Bonner,16017950403,0.1187,0.4571,0.9055,0.2044,0.3011,58.582634763143936,,28.890000000000043,25.878839563953115,0.0,1735.0,3102.227186420251
188,Bonner,16017950500,0.0484,0.8066,0.8066,0.8879,0.7319,82.89602074436388,,32.190000000000055,24.663512786238496,1221.1895546019962,2576.0,2408.2815966537105
189,Bonner,16017950600,0.0989,0.1516,0.222,0.2154,0.2352,90.072272178514,,30.150000000000038,21.50690489322188,1135.4811103078296,1505.0,2025.8193160334263
190,Bonner,16017950701,0.2549,0.4945,0.4396,0.3802,0.7165,79.63793903811126,,32.110000000000014,25.24712016048688,0.0,2193.0,2449.0849853356917
191,Bonner,16017950702,0.1121,0.6725,0.7429,0.6813,0.6462,79.31153437972036,,35.81,25.31398765816725,0.0,1260.0,2156.2142234969824
192,Bonner,16017950801,0.3758,0.211,0.1868,0.1538,0.4088,77.84840880464387,,32.190000000000055,24.9503599368376,0.0,2049.0,2366.862204097618
193,Bonner,16017950802,0.2484,0.3143,0.2593,0.5011,0.3912,79.87579225992067,,32.05000000000001,25.247850676089516,0.0,2438.0,2315.0608833368956
194,Bonner,16017950901,0.0264,0.0286,0.033,0.0374,0.2703,55.386297352028016,,29.03000000000003,22.638118067683013,0.0,904.0,2424.2756363619983
195,Bonner,16017950902,0.0813,0.3121,0.356,0.5451,0.2857,79.18597618164748,,30.650000000000038,25.459335836030228,0.0,2369.0,2889.4224210234916
196,Bonneville,16019970100,0.0308,0.2418,0.389,0.4264,0.1868,84.5401077221934,,39.21000000000004,27.995911681943912,652.86502643114,3520.0,1440.14118895231
197,Bonneville,16019970300,0.1582,0.2264,0.2176,0.5121,0.2242,95.01572376345322,,34.150000000000034,28.923452874946364,712.305446768603,4269.0,2394.865402807388
198,Bonneville,16019970401,0.4813,0.367,0.4044,0.4967,0.2791,77.61150038215462,,34.79000000000002,30.208113556062035,710.5051753122023,1582.0,2379.6904611465748
199,Bonneville,16019970402,0.156,0.0769,0.167,0.178,0.0791,90.92619514062376,,33.81,29.158028871365083,688.5004079089745,2435.0,2410.6659997985507
200,Bonneville,16019970404,0.8527,0.8725,0.589,0.8484,0.8989,83.47985925722547,,32.39000000000004,31.36368256980213,0.0,3400.0,2345.087831603629
201,Bonneville,16019970405,0.2637,0.4879,0.6132,0.6879,0.3253,70.74045577471307,,33.31,31.41734890484412,0.0,3637.0,2393.309279888069
202,Bonneville,16019970502,0.3626,0.4615,0.6462,0.6945,0.2066,78.11944783398454,,33.63000000000005,32.34698817200599,637.5609823465347,3476.0,2512.8723829554083
203,Bonneville,16019970503,0.7538,0.6308,0.7275,0.644,0.356,86.53758633295784,,33.07000000000005,29.575759097456885,654.106472530973,3190.0,2465.7127646420927
204,Bonneville,16019970504,0.178,0.0484,0.1846,0.0549,0.0923,96.00586176390216,,34.05000000000001,29.24304678206841,0.0,2271.0,2251.4988306329255
205,Bonneville,16019970505,0.3319,0.6374,0.811,0.7648,0.3538,74.0664322166389,,33.190000000000055,32.13269059938647,0.0,2938.0,2543.4948409523977
206,Bonneville,16019970601,0.4703,0.4374,0.1978,0.8923,0.4154,63.4611588235588,,35.09000000000003,32.99664558781262,710.1680799126625,1949.0,2578.177939914545
207,Bonneville,16019970602,0.7692,0.8549,0.556,0.7319,0.9538,58.454811816133066,,33.190000000000055,32.9372551492224,681.3294939075361,3740.0,2673.639765129906
208,Bonneville,16019970603,0.2967,0.4725,0.8659,0.3429,0.2505,54.51617148352484,,33.63000000000005,33.19279895708552,640.3134499319586,1426.0,2633.378126589141
