FIPS,Area,COUNTY,Minority Status and Language,Overall Vulnerability,Housing Type and Transportation,Household Composition and Disability ,Socioeconomic Status,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Population,PM-2-5,Heatwave,Density_Population
16001000100,4.290472208,Ada,0.6272,0.63,0.8422,0.1863,0.67,24.95414242312563,1.3931264877319336,52.43000000000001,42.64895790859948,232.67432628871668,3705.0,3653.428285264807,77899.0,863.5413120941955
16001000200,48.34291995,Ada,0.3799,0.125,0.3942,0.0752,0.028,14.189652593335635,1.3931264877319336,60.89000000000004,47.38268925227137,0.0,8281.0,2691.5156629012863,154295.0,171.29705877437385
16001000301,6.183234462000001,Ada,0.491,0.136,0.3261,0.0716,0.025,72.82512406574017,1.3931264877319336,56.51000000000005,42.92174454245739,0.0,8035.0,3173.7238951174218,169193.0,1299.4816951193268
16001000302,2.057457956,Ada,0.5949,0.756,0.8637,0.9032,0.344,79.45791212786348,1.3931264877319336,51.55000000000001,43.0340843752432,238.456394419074,3156.0,3244.1362614240343,67349.0,1533.9317096596849
16001000400,3.959828478,Ada,0.6953,0.738,0.9247,0.4121,0.616,58.32133231606853,1.3931264877319336,52.43000000000001,41.56238188440311,238.456394419074,5736.0,3533.3766290638414,119869.0,1448.5475903484323
16001000500,3.094456921,Ada,0.4265,0.179,0.1362,0.2688,0.315,85.72793670467237,1.3931264877319336,52.73000000000002,42.30875616698076,238.456394419074,5563.0,3450.713946110548,114520.0,1797.730633200177
16001000600,2.065208159,Ada,0.448,0.143,0.344,0.0465,0.111,84.69938190440723,1.3931264877319336,52.690000000000055,42.51642049370065,237.1053409503888,5166.0,3531.728863115902,91889.0,2501.442761344427
16001000700,19.38290978,Ada,0.5017,0.189,0.5304,0.0573,0.078,31.819939421704664,1.3931264877319336,61.29000000000002,45.47332641545548,0.0,7498.0,2831.488628173979,146664.0,386.835624016406
16001000801,5.886933795,Ada,0.4802,0.215,0.5806,0.0609,0.129,70.66807857725254,1.3931264877319336,51.39000000000004,42.1767375799011,0.0,8190.0,3230.2907615564754,179424.0,1391.216596822625
16001000802,2.818506758,Ada,0.5698,0.197,0.2473,0.2974,0.068,70.4618392499431,1.3931264877319336,52.25000000000006,42.506434574854445,229.4623208791019,5184.0,3164.6639337548613,111447.0,1839.271800674533
16001000803,2.333674704,Ada,0.3655,0.053,0.0465,0.1326,0.1,70.69798737148473,1.3931264877319336,53.97000000000003,42.57209610152519,229.46851260716463,4066.0,2970.469119956991,89760.0,1742.31652467704
16001000900,2.6541073390000003,Ada,0.7025,0.594,0.9318,0.0537,0.541,42.86619389440133,1.3931264877319336,51.75000000000006,41.87354282846419,229.46232087910175,5425.0,3391.7999197031104,119390.0,2044.0017328176336
16001001000,4.463609222,Ada,0.724,0.681,0.9426,0.5448,0.247,71.06400294866391,1.3931264877319336,52.99000000000001,41.88325029722869,233.85761137397424,5659.0,3408.5985669109687,134279.0,1267.8081163799511
16001001100,5.532476161999999,Ada,0.9211,0.949,0.9605,0.81,0.738,28.79338801778999,1.3931264877319336,52.43000000000001,41.983613503953,238.456394419074,3907.0,3432.223057088743,85049.0,706.1937341610909
16001001201,2.146885194,Ada,0.3799,0.06,0.0609,0.2329,0.0,88.05298838856726,1.3931264877319336,51.79000000000002,42.250486440786446,238.456394419074,3230.0,3405.0170215212647,72988.0,1504.5052287970643
16001001202,3.238438061,Ada,0.7347,0.82,0.9175,0.8243,0.383,49.79414681170133,1.3931264877319336,53.99000000000001,43.36333674756473,234.01430617302412,6025.0,3383.0809574524874,135567.0,1860.46479398761
16001001400,2.640226085,Ada,0.7311,0.774,0.8243,0.8781,0.304,49.227014619758506,1.3931264877319336,54.33000000000004,43.27915681578843,230.75795693722912,5060.0,3182.436813082406,115858.0,1916.502540728439
