FIPS,Area,COUNTY,Minority Status and Language,Overall Vulnerability,Housing Type and Transportation,Household Composition and Disability ,Socioeconomic Status,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Population,PM-2-5,Heatwave,Density_Population
16001000100,4.341074379,Ada County,0.801,0.5791,0.4579,0.494,0.013,30.42266831588199,1.5696983337402344,49.49000000000001,41.194626970293626,55.5057193130975,3934.0,3266.361770468646,38349.0,906.2272738358902
16001000201,14.22858175,Ada County,0.905,0.0539,0.2189,0.063,0.154,22.928210809266243,1.5696983337402344,56.610000000000014,43.07367808938367,55.5049763060914,3204.0,2469.0134598304503,27405.0,225.18055954522663
16001000202,33.88570016,Ada County,0.097,0.0034,0.0135,0.077,0.188,19.722571447658066,1.5696983337402344,57.450000000000045,43.75388190593398,62.315439911377965,5414.0,2243.5088871096063,50480.0,159.77241061676207
16001000302,2.04237888,Ada County,0.797,0.4377,0.7306,0.639,0.797,86.04849112071035,1.5696983337402344,50.25000000000006,40.98322948296582,62.31936225295067,3284.0,2860.291089016068,35725.0,1607.9288873179105
16001000303,2.107620908,Ada County,0.222,0.3064,0.2424,0.569,0.235,73.75550534025577,1.5696983337402344,47.610000000000014,40.21217996204099,62.31936225295067,2055.0,2940.9917956675886,29300.0,975.0330299911792
16001000304,4.1511547680000005,Ada County,0.107,0.0808,0.0976,0.424,0.319,82.57263860353828,1.5696983337402344,52.49000000000001,41.36862639506297,62.29849626301905,6437.0,2722.859570290445,81747.0,1550.6528567956298
16001000400,3.93989783,Ada County,0.831,0.5354,0.697,0.787,0.077,67.3771715632147,1.5696983337402344,48.75000000000006,40.1711946400814,62.31936225295067,6013.0,3159.0925038817786,62290.0,1526.1817081180504
16001000500,3.139011785,Ada County,0.178,0.2222,0.1582,0.383,0.215,91.35257694720178,1.5696983337402344,51.110000000000014,40.69686068384134,62.31936225295067,5878.0,3064.0033733461314,57826.0,1872.56385212966
16001000600,2.103247003,Ada County,0.175,0.1549,0.0774,0.4,0.026,93.7262237337544,1.5696983337402344,49.410000000000025,40.73167909165184,60.7272682615396,5513.0,3141.0308319045425,46521.0,2621.1852398393744
16001000701,2.874692766,Ada County,0.713,0.1751,0.367,0.562,0.097,78.86312092537176,1.5696983337402344,51.610000000000014,41.105938892274445,51.720662221312494,4618.0,3074.754856698989,36489.0,1606.4325393721049
16001000702,16.45372158,Ada County,0.06,0.0202,0.0067,0.171,0.047,32.26769138590087,1.5696983337402344,57.97000000000003,42.28484467266064,51.69069825400298,3271.0,2319.198275360258,28030.0,198.80000911015784
16001000802,2.802547565,Ada County,0.424,0.1684,0.2694,0.528,0.289,82.91661763860799,1.5696983337402344,48.47000000000003,41.281642550430654,51.720662221312494,5431.0,2761.787789215832,63814.0,1937.8796876905103
16001000803,2.371725386,Ada County,0.0,0.0774,0.0101,0.289,0.063,83.659530431408,1.5696983337402344,49.450000000000045,41.07309719313162,51.69131022427313,4317.0,2561.72679397614,50871.0,1820.1938662387788
16001000804,3.125160649,Ada County,0.457,0.0976,0.1886,0.592,0.05,69.65289437334442,1.5696983337402344,47.83000000000004,40.50728675843979,51.720662221312494,5499.0,2999.07099811862,46181.0,1759.589543583812
16001000805,2.8765073190000003,Ada County,0.02,0.0,0.0,0.265,0.067,85.44239739033928,1.5696983337402344,47.83000000000004,40.30194731318209,51.69493385421107,3124.0,2623.346692584901,35312.0,1086.0393016785506
16001000900,2.639261144,Ada County,0.865,0.7441,0.6162,0.622,0.02,53.356126117490334,1.5696983337402344,48.09000000000003,40.35445637204465,51.720662221312494,5691.0,2999.197753571372,48928.0,2156.2852970944964
16001001000,4.428910189000001,Ada County,0.545,0.5286,0.4848,0.713,0.043,79.86826531059565,1.5696983337402344,49.950000000000045,40.909550299995146,56.90011347885768,5932.0,3031.8076023060275,79614.0,1339.3814159368585
16001001100,5.4312777,Ada County,0.855,0.9057,0.9125,0.959,0.478,32.30227172070227,1.5696983337402344,48.75000000000006,40.52444031813434,62.31936225295067,4109.0,3063.7954189233733,53956.0,756.5438975804901
16001001201,2.143275123,Ada County,0.134,0.2189,0.1549,0.35,0.377,88.91455323185986,1.5696983337402344,48.71000000000004,41.02418577150083,62.31936225295067,3375.0,3035.854155294086,55582.0,1574.6928445079516
16001001202,3.329997218,Ada County,0.861,0.4411,0.7542,0.794,0.323,55.18626782466769,1.5696983337402344,50.670000000000016,42.06933195492016,62.02601374656008,6357.0,3010.443006445241,93433.0,1909.010603864114
16001001400,2.6483397710000003,Ada County,0.784,0.6296,0.7778,0.686,0.42,63.47626908830576,1.5696983337402344,50.910000000000025,41.98192894571919,54.34892327298325,5326.0,2793.546678483752,70294.0,2011.071259934645
16001001500,2.561999824,Ada County,0.084,0.4949,0.1212,0.319,0.053,73.53055609316175,1.5696983337402344,48.110000000000014,40.637353411891006,51.720662221312494,3498.0,2843.549722756224,42189.0,1365.3396722481586
16001001600,3.143277143,Ada County,0.323,0.4747,0.3939,0.609,0.127,62.39184471987558,1.5696983337402344,49.07000000000005,41.47917463652309,51.720662221312494,4201.0,2671.741901907527,50752.0,1336.5032126917356
16001001700,2.087689051,Ada County,0.67,0.8653,0.8081,0.727,0.346,70.42246278688819,1.5696983337402344,48.05000000000001,40.8193015689455,51.720662221312494,5762.0,2749.1384658471325,77391.0,2759.989567047837
16001001800,3.597537402,Ada County,0.319,0.3838,0.4545,0.646,0.599,71.78774303791626,1.5696983337402344,50.63000000000005,41.81865269293132,51.11976353045293,4497.0,2615.2157142292417,60426.0,1250.0217502950647
16001001900,2.839105634,Ada County,0.188,0.5758,0.5286,0.649,0.774,64.4508134596654,1.5696983337402344,50.610000000000014,42.84848744167114,56.94145233388684,5056.0,2675.653700423533,73061.0,1780.842508799727
16001002000,4.441409936,Ada County,0.996,0.9428,0.963,0.801,0.232,26.39365831460244,1.5696983337402344,51.49000000000001,43.07874821764208,60.58927119833122,5805.0,2866.1561008424264,86001.0,1307.0173849406187
16001002100,46.6131545,Ada County,0.033,0.2492,0.0303,0.151,0.074,5.435337221337496,1.5696983337402344,61.09000000000003,45.38054565264832,50.495788110382016,1896.0,2319.04381204726,25658.0,40.6752132598106
16001002221,9.185843002,Ada County,0.077,0.1313,0.0943,0.484,0.228,75.10287504730522,1.5696983337402344,48.79000000000002,40.47901927320847,55.62462111187343,8668.0,2328.951545903733,126432.0,943.625968581517
16001002222,5.242050662,Ada County,0.013,0.2357,0.0606,0.434,0.316,68.43071487482578,0.0,47.79000000000002,39.88842153533486,52.26682377669566,5047.0,2283.3330195843528,75983.0,962.7911528185076
16001002223,3.92352117,Ada County,0.006,0.037,0.0202,0.367,0.242,71.81404050715011,1.5696983337402344,48.79000000000002,40.759848006745415,58.36671978235245,4203.0,2421.2335183983505,63445.0,1071.2316355361988
16001002224,7.371953242,Ada County,0.265,0.1077,0.2155,0.622,0.343,48.08653007733197,1.5696983337402344,50.610000000000014,41.966291635384536,58.05001550775614,5604.0,2492.87712115507,84852.0,760.1784514953927
16001002302,5.924035894999999,Ada County,0.959,0.7374,0.8822,0.75,0.491,37.69528235593366,1.5696983337402344,51.49000000000001,42.444738223957486,59.26642630981455,7999.0,2864.5169286583496,120999.0,1350.2619062033891
16001002310,6.579827582,Ada County,0.538,0.2121,0.4815,0.713,0.552,45.04863957105425,1.5696983337402344,50.05000000000001,41.7034709649374,58.36671978235245,9365.0,2682.3548953692184,141911.0,1423.2895745808314
