FIPS,Area,COUNTY,Minority Status and Language,Overall Vulnerability,Housing Type and Transportation,Household Composition and Disability ,Socioeconomic Status,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Population,PM-2-5,Heatwave,Density_Population
16001000100,4.290472208,Ada,0.6272,0.63,0.8422,0.1863,0.67,30.002315949030017,1.4263467788696271,52.31,42.85654032171893,231.01914063421737,3514.0,3682.231140065899,107831.0,819.024067665048
16001000200,48.34291995,Ada,0.3799,0.125,0.3942,0.0752,0.028,15.732954725759466,1.4263467788696271,59.110000000000014,46.39123205104732,0.0,7858.0,2798.039400650673,255929.0,162.5470701423777
16001000301,6.183234462000001,Ada,0.491,0.136,0.3261,0.0716,0.025,68.33159546354062,1.4263467788696271,54.71000000000004,42.865097625386525,0.0,7609.0,3226.54786881944,244262.0,1230.5857147682586
16001000302,2.057457956,Ada,0.5949,0.756,0.8637,0.9032,0.344,81.16887387225282,1.4263467788696271,51.370000000000005,42.64898188233852,226.7166978120804,2986.0,3299.89495805175,96996.0,1451.305476883339
16001000400,3.959828478,Ada,0.6953,0.738,0.9247,0.4121,0.616,60.48403063919372,1.4263467788696271,51.05000000000001,41.60948428794011,226.7166978120804,5449.0,3570.2144977528787,171513.0,1376.0697035928536
16001000500,3.094456921,Ada,0.4265,0.179,0.1362,0.2688,0.315,89.79455259468448,1.4263467788696271,53.07000000000005,42.24466854298205,226.7166978120804,5265.0,3501.3204273723413,165422.0,1701.4294056801964
16001000600,2.065208159,Ada,0.448,0.143,0.344,0.0465,0.111,90.6827995759793,1.4263467788696271,51.35000000000002,42.40853101872428,227.7220180828932,4894.0,3576.1257727331376,149892.0,2369.736909411464
16001000700,19.38290978,Ada,0.5017,0.189,0.5304,0.0573,0.078,33.06275028097384,1.4263467788696271,58.610000000000014,44.53507893146391,0.0,7112.0,2930.7787415526604,225666.0,366.921173380192
16001000801,5.886933795,Ada,0.4802,0.215,0.5806,0.0609,0.129,67.19713172014295,1.4263467788696271,50.43000000000001,42.02927175570001,0.0,7752.0,3292.651914403405,255913.0,1316.8145370658106
16001000802,2.818506758,Ada,0.5698,0.197,0.2473,0.2974,0.068,69.53079729365771,1.4263467788696271,51.190000000000055,42.70758213049911,233.4091971516609,4913.0,3230.5999351449277,153815.0,1743.121596588345
